"covariate","score","rank_base","rank_agg_med","rank_agg_min","freq_top20","below_thr05","below_thr01","below_mrg05","below_mrg01","p_marginal","rank_q90","rank_q95","rank_q99"
"emb_081",1.22157962155587,103,84.5,105.5,0.1,FALSE,FALSE,FALSE,FALSE,0.301408088235294,177,153,120
"emb_026",1.22092690667813,95,86,145.5,0.05,FALSE,FALSE,FALSE,FALSE,0.27675,131,46,205
"emb_226",1.2224163634058,116,87,142,0.1,FALSE,FALSE,FALSE,FALSE,0.334963235294118,97,129,162
"emb_107",1.22239771054205,115,88,78.5,0.1,FALSE,FALSE,FALSE,FALSE,0.334121323529412,175,198,87
"mean_sent_len",1.22272521518118,123,90,47,0.05,FALSE,FALSE,FALSE,FALSE,0.347628676470588,7,7,22
"emb_005",1.23391759857039,215,90,127,0,FALSE,FALSE,FALSE,FALSE,0.809235294117647,51,91,41
"emb_009",1.22915054258726,178,90,180.5,0.05,FALSE,FALSE,FALSE,FALSE,0.629919117647059,224,230,233
"emb_042",1.22551712775666,143,93,119,0.1,FALSE,FALSE,FALSE,FALSE,0.467095588235294,133,183,200
"emb_143",1.21571844137738,56,93,92,0.05,FALSE,FALSE,FALSE,FALSE,0.1218125,109,70,108
"emb_172",1.22366149544139,129,93,100,0.15,FALSE,FALSE,FALSE,FALSE,0.386518382352941,151,108,49
"emb_000",1.22664463514166,155,96,55.5,0.1,FALSE,FALSE,FALSE,FALSE,0.518305147058824,4,3,4
"emb_077",1.22132405866784,99,96,172.5,0.1,FALSE,FALSE,FALSE,FALSE,0.291518382352941,194,240,209
"emb_095",1.22859162494263,172,96,130.5,0.1,FALSE,FALSE,FALSE,FALSE,0.605654411764706,64,58,98
"emb_027",1.22701164022677,161,98,43,0.05,FALSE,FALSE,FALSE,FALSE,0.5350625,225,137,150
"emb_073",1.22251023576911,120,100,192.5,0.05,FALSE,FALSE,FALSE,FALSE,0.338915441176471,170,178,221
"emb_121",1.23075045869335,191,100,142,0.05,FALSE,FALSE,FALSE,FALSE,0.695680147058824,262,264,248
"emb_189",1.22234847139007,112,100,95.5,0.05,FALSE,FALSE,FALSE,FALSE,0.332128676470588,159,84,88
"emb_001",1.22362237267461,128,102,23,0.05,FALSE,FALSE,FALSE,FALSE,0.384886029411765,15,16,20
"emb_200",1.22247322179523,119,103.5,166,0.15,FALSE,FALSE,FALSE,FALSE,0.337334558823529,206,233,224
"emb_210",1.21477135735772,51,103.5,105.5,0.1,FALSE,FALSE,FALSE,FALSE,0.102283088235294,110,117,165
"emb_128",1.21928264000445,78,105,150.5,0.15,FALSE,FALSE,FALSE,FALSE,0.219224264705882,125,80,30
"rate_alpha",1.22677934172356,158,106.5,124.5,0.05,FALSE,FALSE,FALSE,FALSE,0.524485294117647,8,8,24
"emb_225",1.21871147018864,74,106.5,123,0,FALSE,FALSE,FALSE,FALSE,0.201003676470588,243,258,243
"rate_space",1.22457724497694,139,109,88.5,0.15,FALSE,FALSE,FALSE,FALSE,0.425845588235294,81,145,75
"emb_125",1.22209658640373,109,109,180.5,0.05,FALSE,FALSE,FALSE,FALSE,0.322121323529412,178,169,152
"emb_201",1.22546880584083,142,109,139.5,0.1,FALSE,FALSE,FALSE,FALSE,0.464841911764706,104,29,91
"emb_053",1.21324876728842,36,111,92,0,FALSE,FALSE,FALSE,FALSE,0.0758860294117647,61,160,212
"emb_097",1.21935774527868,80,112.5,98,0.15,FALSE,FALSE,FALSE,FALSE,0.221727941176471,147,188,172
"emb_203",1.22331913567341,127,112.5,133,0.15,FALSE,FALSE,FALSE,FALSE,0.372363970588235,247,173,216
"emb_162",1.22018824892245,89,114,155.5,0.15,FALSE,FALSE,FALSE,FALSE,0.25,249,190,193
"emb_166",1.21590005131197,59,115,133,0,FALSE,FALSE,FALSE,FALSE,0.125875,197,242,184
"emb_113",1.22814441288853,168,116,121,0.05,FALSE,FALSE,FALSE,FALSE,0.586080882352941,174,207,135
"emb_021",1.22847293822768,170,118.5,182,0.05,FALSE,FALSE,FALSE,FALSE,0.600349264705882,185,202,175
"emb_040",1.22795385236834,165,118.5,145.5,0.05,FALSE,FALSE,FALSE,FALSE,0.577481617647059,253,271,198
"emb_155",1.22232916132596,111,118.5,148,0.05,FALSE,FALSE,FALSE,FALSE,0.331327205882353,113,161,246
"emb_170",1.22664081094012,154,118.5,142,0,FALSE,FALSE,FALSE,FALSE,0.518154411764706,101,195,82
"emb_245",1.22311841115635,126,121,164,0.1,FALSE,FALSE,FALSE,FALSE,0.363889705882353,123,95,106
"emb_251",1.21634158921544,62,122,115.5,0.15,FALSE,FALSE,FALSE,FALSE,0.136040441176471,258,237,268
"emb_132",1.23169444781983,200,125,69.5,0.05,FALSE,FALSE,FALSE,FALSE,0.732647058823529,257,229,116
"emb_159",1.22654492864287,153,125,108,0.1,FALSE,FALSE,FALSE,FALSE,0.513716911764706,144,97,83
"emb_182",1.22712820872798,162,125,160.5,0.1,FALSE,FALSE,FALSE,FALSE,0.540393382352941,93,200,103
"emb_186",1.22237806763142,114,125,174,0.1,FALSE,FALSE,FALSE,FALSE,0.333349264705882,158,152,55
"emb_206",1.22982869898756,183,125,108,0.05,FALSE,FALSE,FALSE,FALSE,0.6581875,28,105,86
"emb_035",1.22210672258758,110,128.5,175,0.1,FALSE,FALSE,FALSE,FALSE,0.322511029411765,53,43,36
"emb_255",1.23229627241318,205,128.5,148,0,FALSE,FALSE,FALSE,FALSE,0.754838235294118,127,163,72
"emb_127",1.21291714293036,35,131,43,0.05,FALSE,FALSE,FALSE,FALSE,0.0709191176470588,152,109,168
"emb_193",1.23260059170168,208,131,121,0.05,FALSE,FALSE,FALSE,FALSE,0.765448529411765,68,110,85
"emb_194",1.22127682145614,98,131,90,0.05,FALSE,FALSE,FALSE,FALSE,0.289580882352941,166,118,54
"emb_047",1.2207883845461,92,134,88.5,0.15,FALSE,FALSE,FALSE,FALSE,0.271779411764706,255,232,114
"emb_183",1.2225699417547,121,134,202.5,0.2,FALSE,FALSE,FALSE,FALSE,0.341386029411765,107,167,185
"emb_211",1.21584776191094,58,134,39,0.05,FALSE,FALSE,FALSE,FALSE,0.124702205882353,187,205,178
