"covariate","score","rank_base","rank_agg_med","freq_top20","below_fam05","below_mrg05","below_mrg01"
"h12_0942",1.17836359600567,1,144.5,0.05,FALSE,TRUE,TRUE
"h06_0011",1.17947205332971,2,4.5,0.05,FALSE,TRUE,TRUE
"h12_0048",1.18010649745832,3,92,0,FALSE,TRUE,TRUE
"h18_0619",1.18063473326164,4,1,0,FALSE,TRUE,TRUE
"h06_0002",1.1807689677717,5,228.5,0,FALSE,TRUE,TRUE
"h12_0053",1.18089086907202,6,36,0,FALSE,TRUE,TRUE
"h06_0652",1.18091548745026,7,67,0,FALSE,TRUE,TRUE
"h18_0953",1.18122232652054,8,44,0.05,FALSE,TRUE,TRUE
"h12_0602",1.18209859848344,9,6,0.05,FALSE,TRUE,TRUE
"h18_0987",1.18228604807434,10,20.5,0,FALSE,TRUE,TRUE
"h12_0711",1.18250585870375,11,169.5,0,FALSE,TRUE,TRUE
"h12_0899",1.18280680073629,12,3,0,FALSE,TRUE,TRUE
"h06_0001",1.18299566161146,13,115,0,FALSE,TRUE,TRUE
"h06_0928",1.18305002649443,14,35,0,FALSE,TRUE,TRUE
"h12_0089",1.18329251841704,15,87.5,0,FALSE,TRUE,TRUE
"h12_0483",1.18357286960779,16,16,0.1,FALSE,TRUE,TRUE
"h06_0348",1.1836092005038,17,13,0.05,FALSE,TRUE,TRUE
"h12_0334",1.18374306675482,18,264.5,0,FALSE,TRUE,TRUE
"h06_0732",1.18389950369201,19,334,0.05,FALSE,TRUE,TRUE
"h06_0280",1.18424488457727,20,163.5,0,FALSE,TRUE,TRUE
"h12_0724",1.18437271147793,21,611.5,0,FALSE,TRUE,TRUE
"h18_0839",1.18442688572446,22,22,0.05,FALSE,TRUE,TRUE
"h18_0523",1.18463188440636,23,30,0.05,FALSE,TRUE,TRUE
"h06_0463",1.18472713657746,24,310,0,FALSE,TRUE,TRUE
"h06_0265",1.18487741811705,25,147,0,FALSE,TRUE,TRUE
"h12_0499",1.18491621136562,26,127,0,FALSE,TRUE,TRUE
"h12_0336",1.18498180427725,27,9,0.05,FALSE,TRUE,TRUE
"h12_0521",1.18498202835544,28,19,0,FALSE,TRUE,TRUE
"h12_0471",1.18501805561667,29,4.5,0,FALSE,TRUE,TRUE
"h06_0706",1.18511301826463,30,96,0,FALSE,TRUE,TRUE
"h06_0044",1.18513990044827,31,37,0,FALSE,TRUE,TRUE
"h18_0750",1.185146202333,32,24,0.1,FALSE,TRUE,TRUE
"h18_0753",1.18535190702884,33,39,0.05,FALSE,TRUE,FALSE
"h06_0826",1.18536388388178,34,154,0,FALSE,TRUE,FALSE
"h18_0375",1.18548848632275,35,11,0.05,FALSE,TRUE,FALSE
"h18_0275",1.18549492667522,36,32,0,FALSE,TRUE,FALSE
"h06_0161",1.1856576462239,37,99,0.05,FALSE,TRUE,FALSE
"h12_0444",1.18565873966541,38,12,0,FALSE,TRUE,FALSE
"h18_0868",1.18567408355278,39,10,0,FALSE,TRUE,FALSE
"h18_0097",1.18570226140794,40,575,0,FALSE,TRUE,FALSE
"h06_0980",1.18576645999512,41,85,0,FALSE,TRUE,FALSE
"h12_0548",1.18579654868719,42,107,0.05,FALSE,TRUE,FALSE
