"covariate","score","rank_base","rank_agg_med","freq_top20","below_fam05","below_mrg05","below_mrg01"
"h06_0716",1.18010351865607,1,1.5,0.1,FALSE,TRUE,TRUE
"h06_0728",1.18247428906253,2,3,0,FALSE,TRUE,TRUE
"h06_0208",1.18264869386023,3,4,0.15,FALSE,TRUE,TRUE
"h06_0516",1.18297084158137,4,6,0.05,FALSE,TRUE,TRUE
"h06_0025",1.18314102910484,5,1.5,0.15,FALSE,TRUE,TRUE
"h06_0316",1.18350645673944,6,91,0,FALSE,TRUE,TRUE
"h06_0697",1.18377064379545,7,115,0.05,FALSE,TRUE,TRUE
"h06_0569",1.18435939221736,8,14,0,FALSE,TRUE,TRUE
"h06_0520",1.18464254177865,9,159,0,FALSE,TRUE,TRUE
"h06_0323",1.18526952447315,10,36,0.05,FALSE,TRUE,TRUE
"h06_0357",1.18585038677876,11,5,0,FALSE,TRUE,FALSE
"h06_1023",1.1860517188672,12,23,0,FALSE,TRUE,FALSE
"h06_0771",1.18611569842085,13,270.5,0.05,FALSE,TRUE,FALSE
"h06_0484",1.18618563742773,14,324.5,0,FALSE,TRUE,FALSE
"h06_0413",1.1862918065929,15,10.5,0,FALSE,TRUE,FALSE
"h06_0971",1.1870768486533,16,72,0,FALSE,TRUE,FALSE
"h06_0377",1.18711825942124,17,127.5,0.05,FALSE,TRUE,FALSE
"h06_0132",1.1873123463554,18,57,0.1,FALSE,TRUE,FALSE
"h06_0622",1.18736636526641,19,24,0.05,FALSE,TRUE,FALSE
"h06_0933",1.1874880830364,20,7,0.05,FALSE,TRUE,FALSE
"h06_0714",1.18785277116007,21,165.5,0,FALSE,TRUE,FALSE
"h06_0170",1.18785779843538,22,92,0.05,FALSE,TRUE,FALSE
"h06_0370",1.18816970433716,23,156,0,FALSE,TRUE,FALSE
"h06_0801",1.18831064627273,24,52,0,FALSE,TRUE,FALSE
"h06_0757",1.18838431195129,25,79,0.05,FALSE,TRUE,FALSE
"h06_0746",1.18839187952579,26,16,0.05,FALSE,TRUE,FALSE
"h06_0928",1.18840591609944,27,21,0.05,FALSE,TRUE,FALSE
"h06_0171",1.18841481635515,28,9,0,FALSE,TRUE,FALSE
"h06_0114",1.18846084622587,29,27.5,0,FALSE,TRUE,FALSE
"h06_0702",1.18850920030405,30,41,0,FALSE,TRUE,FALSE
"h06_0037",1.18851494861748,31,19.5,0.05,FALSE,TRUE,FALSE
"h06_0001",1.18856528678619,32,12,0.05,FALSE,TRUE,FALSE
"h06_0683",1.18864305478029,33,58,0,FALSE,TRUE,FALSE
"h06_0351",1.18877009622621,34,376,0,FALSE,TRUE,FALSE
"h06_0752",1.18900511492158,35,443.5,0,FALSE,TRUE,FALSE
"h06_0018",1.18904298663288,36,70.5,0.1,FALSE,TRUE,FALSE
"h06_0191",1.18904598568127,37,18,0.1,FALSE,TRUE,FALSE
"h06_1022",1.18909263225954,38,130.5,0,FALSE,TRUE,FALSE
"h06_0450",1.18911840421329,39,132.5,0,FALSE,TRUE,FALSE
"h06_0057",1.1891926227779,40,303.5,0,FALSE,TRUE,FALSE
"h06_0361",1.1892812376931,41,10.5,0,FALSE,TRUE,FALSE
"h06_0269",1.18930694831019,42,32.5,0,FALSE,TRUE,FALSE
"h06_0762",1.18944970123369,43,315.5,0.05,FALSE,TRUE,FALSE
"h06_0769",1.18948022532689,44,40,0.05,FALSE,TRUE,FALSE
"h06_0199",1.18961250025439,45,83,0,FALSE,TRUE,FALSE
"h06_0096",1.18967294207121,46,120,0.1,FALSE,TRUE,FALSE
"h06_0048",1.18983094443819,47,123,0,FALSE,TRUE,FALSE
"h06_1017",1.18986226880877,48,29,0.05,FALSE,TRUE,FALSE
"h06_1018",1.1900512943492,49,35,0,FALSE,TRUE,FALSE
"h06_0312",1.19021692677781,50,102,0,FALSE,FALSE,FALSE
"h06_0084",1.19022162572001,51,25.5,0,FALSE,FALSE,FALSE
"h06_0184",1.19025403488509,52,62.5,0,FALSE,FALSE,FALSE
"h06_0786",1.19039869305596,53,186,0,FALSE,FALSE,FALSE
"h06_0407",1.19040251137121,54,192,0.1,FALSE,FALSE,FALSE
"h06_0019",1.19047867121963,55,88,0,FALSE,FALSE,FALSE
"h06_0179",1.19055577983534,56,85,0.05,FALSE,FALSE,FALSE
"h06_0382",1.19057614188376,57,394,0.05,FALSE,FALSE,FALSE
"h06_0458",1.19075525665699,58,300.5,0,FALSE,FALSE,FALSE
"h06_0301",1.19080760084915,59,136.5,0,FALSE,FALSE,FALSE
"h06_0607",1.19085781304356,60,67.5,0,FALSE,FALSE,FALSE
"h06_0158",1.19088941965515,61,138.5,0.05,FALSE,FALSE,FALSE
"h06_0906",1.19097476490487,62,74.5,0,FALSE,FALSE,FALSE
"h06_0970",1.19099725366573,63,88,0,FALSE,FALSE,FALSE
"h06_0459",1.19105853041395,64,73,0,FALSE,FALSE,FALSE
"h06_0003",1.19114752429144,65,43.5,0.05,FALSE,FALSE,FALSE
"h06_0916",1.19119352218167,66,210,0,FALSE,FALSE,FALSE
"h06_0920",1.19127753040576,67,17,0,FALSE,FALSE,FALSE
"h06_0065",1.19130370935959,68,407,0,FALSE,FALSE,FALSE
"h06_0022",1.19134071413779,69,45,0.05,FALSE,FALSE,FALSE
"h06_0031",1.1914214616014,70,43.5,0.1,FALSE,FALSE,FALSE
"h06_0999",1.19142823927011,71,197,0,FALSE,FALSE,FALSE
"h06_0470",1.19143296499399,72,50.5,0.05,FALSE,FALSE,FALSE
"h06_0195",1.19144148192205,73,268,0,FALSE,FALSE,FALSE
"h06_0379",1.19144284044398,74,79,0,FALSE,FALSE,FALSE
"h06_0898",1.19145832245396,75,752.5,0.05,FALSE,FALSE,FALSE
"h06_0507",1.19149492531914,76,56,0,FALSE,FALSE,FALSE
"h06_0081",1.19150267724583,77,152,0,FALSE,FALSE,FALSE
"h06_0133",1.19152580876522,78,49,0.05,FALSE,FALSE,FALSE
"h06_0530",1.19152975653183,79,390.5,0,FALSE,FALSE,FALSE
"h06_0616",1.19161200468952,80,42,0,FALSE,FALSE,FALSE
"h06_0510",1.19183143390757,81,220,0,FALSE,FALSE,FALSE
"h06_0554",1.19184247454769,82,59.5,0.05,FALSE,FALSE,FALSE
"h06_0375",1.19188282556058,83,169.5,0,FALSE,FALSE,FALSE
"h06_0257",1.19190072313274,84,630,0.05,FALSE,FALSE,FALSE
"h06_0045",1.19191019272368,85,104,0,FALSE,FALSE,FALSE
"h06_0473",1.19194203340966,86,257.5,0,FALSE,FALSE,FALSE
"h06_1010",1.19197496927997,87,65,0,FALSE,FALSE,FALSE
"h06_0515",1.19201639775295,88,19.5,0,FALSE,FALSE,FALSE
"h06_0722",1.19208181749911,89,31,0.05,FALSE,FALSE,FALSE
"h06_0165",1.19210103353739,90,223,0,FALSE,FALSE,FALSE
"h06_0440",1.19212028362843,91,59.5,0.05,FALSE,FALSE,FALSE
"h06_0244",1.1922080311313,92,34,0,FALSE,FALSE,FALSE
"h06_0148",1.19222793519909,93,50.5,0,FALSE,FALSE,FALSE
"h06_0875",1.19226156343403,94,146,0,FALSE,FALSE,FALSE
"h06_0384",1.19227023700577,95,53.5,0,FALSE,FALSE,FALSE
"h06_0177",1.19229873230962,96,94.5,0,FALSE,FALSE,FALSE
"h06_0712",1.19234773483693,97,152,0,FALSE,FALSE,FALSE
"h06_0366",1.19240957696362,98,284,0,FALSE,FALSE,FALSE
"h06_0448",1.19241052171093,99,218,0.05,FALSE,FALSE,FALSE
"h06_0123",1.19242991985754,100,115,0,FALSE,FALSE,FALSE
"h06_0734",1.19243436077998,101,120,0,FALSE,FALSE,FALSE
"h06_0907",1.19251101888069,102,264.5,0.05,FALSE,FALSE,FALSE
"h06_0560",1.19253316414345,103,157,0,FALSE,FALSE,FALSE
"h06_0441",1.19254870369823,104,458,0,FALSE,FALSE,FALSE
"h06_0331",1.19256050564075,105,61,0,FALSE,FALSE,FALSE
"h06_0093",1.1926460360979,106,241.5,0.05,FALSE,FALSE,FALSE
"h06_0113",1.19268510072259,107,97,0.05,FALSE,FALSE,FALSE
"h06_0738",1.19277441551367,108,213,0.05,FALSE,FALSE,FALSE
"h06_0091",1.19286252464084,109,178.5,0.05,FALSE,FALSE,FALSE
"h06_0917",1.19290644728945,110,234.5,0.1,FALSE,FALSE,FALSE
"h06_0086",1.19293393240727,111,104,0.05,FALSE,FALSE,FALSE
"h06_0442",1.19294149276394,112,219,0,FALSE,FALSE,FALSE
"h06_0009",1.19294992353903,113,193.5,0,FALSE,FALSE,FALSE
"h06_0671",1.19300707518775,114,230.5,0.05,FALSE,FALSE,FALSE
"h06_0651",1.19302085349329,115,154.5,0,FALSE,FALSE,FALSE
"h06_0850",1.19307443559747,116,134.5,0,FALSE,FALSE,FALSE
"h06_0532",1.19308126769951,117,110.5,0.05,FALSE,FALSE,FALSE
"h06_0576",1.1930910202096,118,127.5,0,FALSE,FALSE,FALSE
"h06_0758",1.19309935000828,119,106.5,0.05,FALSE,FALSE,FALSE
"h06_0874",1.19310025653554,120,79,0.05,FALSE,FALSE,FALSE
"h06_0490",1.19313937676258,121,189.5,0,FALSE,FALSE,FALSE
"h06_0457",1.19315989797899,122,338.5,0,FALSE,FALSE,FALSE
"h06_0024",1.19317986771885,123,359.5,0.05,FALSE,FALSE,FALSE
"h06_0314",1.1931825453228,124,574,0,FALSE,FALSE,FALSE
"h06_0117",1.19321843830347,125,300.5,0,FALSE,FALSE,FALSE
"h06_0163",1.19323266825311,126,100,0.05,FALSE,FALSE,FALSE
"h06_0085",1.19335380326497,127,383,0,FALSE,FALSE,FALSE
"h06_0073",1.19337269644208,128,81.5,0.15,FALSE,FALSE,FALSE
