"covariate","score","rank_base","rank_agg_med","freq_top20","below_fam05","below_mrg05","below_mrg01"
"h24_0631",1.18994564740061,49,10,0,FALSE,TRUE,FALSE
"h24_0932",1.19001416569988,50,76,0,FALSE,TRUE,FALSE
"h24_0870",1.19002045557445,51,106.5,0.05,FALSE,TRUE,FALSE
"h24_0465",1.19009870242853,52,25.5,0.05,FALSE,TRUE,FALSE
"h24_0989",1.19013109987896,53,188.5,0.05,FALSE,FALSE,FALSE
"h24_1000",1.19014427126917,54,29.5,0,FALSE,FALSE,FALSE
"h24_0948",1.19049195217576,55,121,0.05,FALSE,FALSE,FALSE
"h24_0799",1.19049725155697,56,20,0.05,FALSE,FALSE,FALSE
"h24_0583",1.19050865246556,57,197,0,FALSE,FALSE,FALSE
"h24_0624",1.19053908243418,58,38,0.05,FALSE,FALSE,FALSE
"h24_0466",1.19059678105572,59,50.5,0,FALSE,FALSE,FALSE
"h24_0269",1.19065724713989,60,540,0,FALSE,FALSE,FALSE
"h24_0601",1.19067318648453,61,34.5,0.05,FALSE,FALSE,FALSE
"h24_0863",1.19081314244306,62,465.5,0.05,FALSE,FALSE,FALSE
"h24_0737",1.19093828735235,63,34.5,0,FALSE,FALSE,FALSE
"h24_0257",1.19107650887833,64,383.5,0,FALSE,FALSE,FALSE
"h24_0828",1.19116779059213,65,61.5,0,FALSE,FALSE,FALSE
"h24_0679",1.19118235013221,66,106.5,0,FALSE,FALSE,FALSE
"h24_0848",1.19120976382196,67,29.5,0,FALSE,FALSE,FALSE
"h24_0052",1.19121454951818,68,89.5,0,FALSE,FALSE,FALSE
"h24_0830",1.19125386354541,69,141.5,0,FALSE,FALSE,FALSE
"h24_0108",1.1913455746851,70,88,0,FALSE,FALSE,FALSE
"h24_0538",1.19134869842888,71,431.5,0.05,FALSE,FALSE,FALSE
"h24_0037",1.19139465613635,72,57,0.1,FALSE,FALSE,FALSE
"h24_0886",1.19146283933601,73,40,0,FALSE,FALSE,FALSE
"h24_0640",1.19150739098738,74,101.5,0.05,FALSE,FALSE,FALSE
"h24_0809",1.19151072508609,75,95,0.05,FALSE,FALSE,FALSE
"h24_0904",1.19167156472129,76,22,0,FALSE,FALSE,FALSE
"h24_0642",1.19167433701245,77,32,0.05,FALSE,FALSE,FALSE
"h24_0553",1.1916912587136,78,478,0.1,FALSE,FALSE,FALSE
"h24_0084",1.19171256585782,79,80.5,0.05,FALSE,FALSE,FALSE
"h24_0029",1.19174798234036,80,227,0,FALSE,FALSE,FALSE
"h24_0289",1.19175867153222,81,100,0,FALSE,FALSE,FALSE
"h24_0444",1.19177175883385,82,105,0,FALSE,FALSE,FALSE
"h24_0169",1.19185074708042,83,398,0,FALSE,FALSE,FALSE
"h24_0997",1.1918680924684,84,50.5,0,FALSE,FALSE,FALSE
"h24_0527",1.19190097047809,85,145,0,FALSE,FALSE,FALSE
"h24_0871",1.19194624373069,86,854,0,FALSE,FALSE,FALSE
"h24_0111",1.19198196888284,87,45,0.1,FALSE,FALSE,FALSE
"h24_0730",1.19207688243146,88,181,0,FALSE,FALSE,FALSE
"h24_0216",1.19213532410775,89,141.5,0.05,FALSE,FALSE,FALSE
"h24_0050",1.19214765596283,90,20,0,FALSE,FALSE,FALSE
"h24_0022",1.19215780331486,91,65,0,FALSE,FALSE,FALSE
"h24_0558",1.19222659108976,92,158,0.05,FALSE,FALSE,FALSE
"h24_0443",1.19224507760839,93,58,0,FALSE,FALSE,FALSE
"h24_0647",1.19228347233411,94,103.5,0.05,FALSE,FALSE,FALSE
"h24_0096",1.19231568972465,95,59.5,0.05,FALSE,FALSE,FALSE
"h24_0366",1.19234153003419,96,98.5,0,FALSE,FALSE,FALSE
"h24_0285",1.19238674515454,97,129,0.05,FALSE,FALSE,FALSE
"h24_0095",1.19241223791682,98,165,0,FALSE,FALSE,FALSE
"h24_0293",1.19246987911631,99,103.5,0,FALSE,FALSE,FALSE
"h24_0525",1.19249370898471,100,141.5,0.05,FALSE,FALSE,FALSE
"h24_0764",1.19250337331901,101,109.5,0.05,FALSE,FALSE,FALSE
"h24_0718",1.19250557339997,102,119.5,0,FALSE,FALSE,FALSE
"h24_0550",1.19251544965466,103,67.5,0,FALSE,FALSE,FALSE
"h24_0753",1.19253740853058,104,123,0.05,FALSE,FALSE,FALSE
"h24_0436",1.19255099160487,105,83.5,0,FALSE,FALSE,FALSE
"h24_0431",1.19257816283525,106,167,0.05,FALSE,FALSE,FALSE
"h24_0883",1.19257993902904,107,174,0,FALSE,FALSE,FALSE
"h24_0621",1.19258000901687,108,169,0,FALSE,FALSE,FALSE
"h24_0785",1.19263830826019,109,429.5,0,FALSE,FALSE,FALSE
"h24_0385",1.19271862782853,110,239,0.05,FALSE,FALSE,FALSE
"h24_0305",1.19277357807801,111,109.5,0,FALSE,FALSE,FALSE
"h24_1023",1.1928264892477,112,163,0.05,FALSE,FALSE,FALSE
"h24_0254",1.19283703306684,113,37,0.05,FALSE,FALSE,FALSE
"h24_0394",1.19284206586293,114,116,0,FALSE,FALSE,FALSE
"h24_0626",1.19288029339418,115,450,0,FALSE,FALSE,FALSE
"h24_0149",1.19296131944524,116,134.5,0,FALSE,FALSE,FALSE
"h24_0574",1.1929738547688,117,59.5,0.05,FALSE,FALSE,FALSE
"h24_0141",1.19297974859569,118,554.5,0,FALSE,FALSE,FALSE
"h24_0061",1.19306182055778,119,54,0,FALSE,FALSE,FALSE
"h24_0271",1.19307804515415,120,86.5,0,FALSE,FALSE,FALSE
"h24_0644",1.19310773328025,121,83.5,0,FALSE,FALSE,FALSE
"h24_0045",1.19312720364151,122,78.5,0.1,FALSE,FALSE,FALSE
"h24_0970",1.19321106362182,123,53,0.05,FALSE,FALSE,FALSE
"h24_0837",1.1932110920128,124,92,0.1,FALSE,FALSE,FALSE
"h24_0361",1.19321628677499,125,168,0,FALSE,FALSE,FALSE
"h24_0310",1.19322231903692,126,445,0,FALSE,FALSE,FALSE
"h24_0122",1.19322460722197,127,370,0.1,FALSE,FALSE,FALSE
"h24_0047",1.19324546443522,128,47.5,0,FALSE,FALSE,FALSE
"h24_0099",1.19329034575317,129,64,0,FALSE,FALSE,FALSE
"h24_0610",1.19329284877168,130,186.5,0.05,FALSE,FALSE,FALSE
"h24_0177",1.19329675096385,131,335,0,FALSE,FALSE,FALSE
"h24_0906",1.19334442201959,132,95,0.05,FALSE,FALSE,FALSE
"h24_0032",1.19335893411243,133,266,0,FALSE,FALSE,FALSE
"h24_0011",1.19346350627917,134,190.5,0.05,FALSE,FALSE,FALSE
"h24_0113",1.1934694440307,135,72,0,FALSE,FALSE,FALSE
"h24_0772",1.19350003873958,136,236.5,0.05,FALSE,FALSE,FALSE
"h24_0016",1.19356452294779,137,202,0,FALSE,FALSE,FALSE
"h24_0275",1.19359485479665,138,840.5,0.1,FALSE,FALSE,FALSE
"h24_0171",1.1936874303421,139,218,0,FALSE,FALSE,FALSE
"h24_0198",1.19373152311442,140,215,0.05,FALSE,FALSE,FALSE
"h24_0215",1.19373223834527,141,731.5,0,FALSE,FALSE,FALSE
"h24_0720",1.19374126583762,142,101.5,0,FALSE,FALSE,FALSE
"h24_0295",1.19384209994252,143,299,0,FALSE,FALSE,FALSE
"h24_0742",1.19385296375714,144,236.5,0,FALSE,FALSE,FALSE
"h24_0744",1.19390379067353,145,146,0.05,FALSE,FALSE,FALSE
"h24_0792",1.19391483908863,146,251,0,FALSE,FALSE,FALSE
"h24_0486",1.19396140119459,147,74,0,FALSE,FALSE,FALSE
"h24_0811",1.19406085932375,148,249.5,0,FALSE,FALSE,FALSE
"h24_0163",1.19406642661306,149,126,0.05,FALSE,FALSE,FALSE
"h24_0569",1.19412406407386,150,866,0,FALSE,FALSE,FALSE
"h24_0966",1.19414073240141,151,458.5,0,FALSE,FALSE,FALSE
"h24_0842",1.19419815439545,152,393.5,0.05,FALSE,FALSE,FALSE
"h24_0365",1.19421284919085,153,138.5,0,FALSE,FALSE,FALSE
"h24_0822",1.19422921169831,154,348.5,0.05,FALSE,FALSE,FALSE
"h24_0400",1.19429735249625,155,170,0.05,FALSE,FALSE,FALSE
"h24_0264",1.1942996989582,156,116,0,FALSE,FALSE,FALSE
"h24_0174",1.19432948462171,157,118,0.05,FALSE,FALSE,FALSE
"h24_0758",1.19433627425536,158,129,0.05,FALSE,FALSE,FALSE
"h24_0514",1.19435264377984,159,156,0.1,FALSE,FALSE,FALSE
"h24_0073",1.19435564994684,160,150.5,0.05,FALSE,FALSE,FALSE
"h24_0471",1.1943732194305,161,147.5,0,FALSE,FALSE,FALSE
"h24_0600",1.19439812288424,162,553,0,FALSE,FALSE,FALSE
"h24_0109",1.19440746321624,163,67.5,0.05,FALSE,FALSE,FALSE
"h24_0878",1.19442613095963,164,657.5,0.05,FALSE,FALSE,FALSE
"h24_0865",1.19444453663506,165,246.5,0,FALSE,FALSE,FALSE
"h24_0916",1.19446028252237,166,95,0.1,FALSE,FALSE,FALSE
"h24_0017",1.19446917098788,167,489,0.1,FALSE,FALSE,FALSE
"h24_0784",1.19448851639008,168,684,0,FALSE,FALSE,FALSE
"h24_0926",1.19450456584906,169,198.5,0,FALSE,FALSE,FALSE
"h24_0165",1.19454513956685,170,186.5,0,FALSE,FALSE,FALSE
"h24_0332",1.19454708323121,171,129,0,FALSE,FALSE,FALSE
"h24_0568",1.19454971499719,172,165,0,FALSE,FALSE,FALSE
"h24_0354",1.19458966083357,173,147.5,0,FALSE,FALSE,FALSE
"h24_0316",1.19464991263679,174,91,0,FALSE,FALSE,FALSE
"h24_0190",1.19471318124945,175,112.5,0,FALSE,FALSE,FALSE
"h24_0274",1.19474310464109,176,133,0,FALSE,FALSE,FALSE
"h24_0184",1.19476269347286,177,401,0,FALSE,FALSE,FALSE
"h24_0161",1.19480286429981,178,522,0,FALSE,FALSE,FALSE
"h24_0355",1.19481393921924,179,61.5,0,FALSE,FALSE,FALSE
"h24_0470",1.19488332653002,180,152.5,0,FALSE,FALSE,FALSE
"h24_0346",1.19496990723079,181,18,0,FALSE,FALSE,FALSE
"h24_0233",1.19498066427261,182,231,0.05,FALSE,FALSE,FALSE
"h24_1007",1.19502798000672,183,181,0.05,FALSE,FALSE,FALSE
"h24_0369",1.19503397885489,184,231,0,FALSE,FALSE,FALSE
"h24_0083",1.19503865347672,185,233.5,0,FALSE,FALSE,FALSE
"h24_0043",1.19504607156656,186,279.5,0,FALSE,FALSE,FALSE
"h24_0956",1.19505484660753,187,527.5,0.05,FALSE,FALSE,FALSE
"h24_0722",1.19506807086643,188,86.5,0,FALSE,FALSE,FALSE
"h24_0402",1.19514057151885,189,188.5,0,FALSE,FALSE,FALSE
"h24_0806",1.19521481180677,190,310,0,FALSE,FALSE,FALSE
"h24_0518",1.19521713815215,191,193,0,FALSE,FALSE,FALSE
"h24_0104",1.1952393174711,192,136,0,FALSE,FALSE,FALSE
"h24_0952",1.1952414636256,193,395,0,FALSE,FALSE,FALSE
"h24_0041",1.19524340692446,194,160,0,FALSE,FALSE,FALSE
"h24_0292",1.19524903509105,195,371,0.1,FALSE,FALSE,FALSE
"h24_0602",1.19525963433237,196,175,0,FALSE,FALSE,FALSE
"h24_0342",1.19528268442491,197,330.5,0.1,FALSE,FALSE,FALSE
"h24_0796",1.19529992402181,198,141.5,0,FALSE,FALSE,FALSE
"h24_0985",1.19530223309108,199,114,0,FALSE,FALSE,FALSE
"h24_0412",1.19530907870219,200,158,0,FALSE,FALSE,FALSE
"h24_0810",1.19531651355706,201,137,0.05,FALSE,FALSE,FALSE
"h24_0570",1.19533714227638,202,162,0.05,FALSE,FALSE,FALSE
"h24_0517",1.19536563789225,203,545.5,0,FALSE,FALSE,FALSE
"h24_1018",1.1953723381146,204,177.5,0,FALSE,FALSE,FALSE
"h24_0995",1.19537549829871,205,336,0,FALSE,FALSE,FALSE
"h24_0506",1.19538205826151,206,374.5,0.05,FALSE,FALSE,FALSE
"h24_0749",1.19538690743424,207,408.5,0.05,FALSE,FALSE,FALSE
"h24_0442",1.19544690957694,208,201,0.1,FALSE,FALSE,FALSE
"h24_0125",1.19547100705031,209,411,0,FALSE,FALSE,FALSE
"h24_0115",1.195476370357,210,70,0.05,FALSE,FALSE,FALSE
"h24_0482",1.19549369641643,211,726,0.05,FALSE,FALSE,FALSE
"h24_0638",1.19549526501552,212,268.5,0.05,FALSE,FALSE,FALSE
"h24_0998",1.19552997178474,213,248,0,FALSE,FALSE,FALSE
"h24_0437",1.19556901119634,214,76,0,FALSE,FALSE,FALSE
"h24_0557",1.19558239414746,215,558,0,FALSE,FALSE,FALSE
"h24_0533",1.19558587960356,216,287,0,FALSE,FALSE,FALSE
"h24_0415",1.19559178360343,217,69,0.05,FALSE,FALSE,FALSE
"h24_0136",1.1956239042687,218,254.5,0,FALSE,FALSE,FALSE
"h24_0031",1.19564415441908,219,305.5,0,FALSE,FALSE,FALSE
"h24_0270",1.19566357072317,220,155,0.05,FALSE,FALSE,FALSE
"h24_0961",1.19575498518175,221,436.5,0,FALSE,FALSE,FALSE
"h24_0040",1.19580279505605,222,343.5,0.05,FALSE,FALSE,FALSE
"h24_0798",1.19580940044402,223,393.5,0.1,FALSE,FALSE,FALSE
"h24_0072",1.19583256518785,224,144,0,FALSE,FALSE,FALSE
"h24_0303",1.19594686728975,225,705.5,0,FALSE,FALSE,FALSE
"h24_0993",1.19595847885576,226,181,0.05,FALSE,FALSE,FALSE
"h24_0702",1.19597357314463,227,184,0,FALSE,FALSE,FALSE
"h24_0382",1.19599282510926,228,231,0,FALSE,FALSE,FALSE
"h24_0206",1.19599915358766,229,185,0.05,FALSE,FALSE,FALSE
"h24_0648",1.19603409224996,230,116,0,FALSE,FALSE,FALSE
"h24_0946",1.19603731349297,231,424.5,0.05,FALSE,FALSE,FALSE
"h24_0306",1.19604231374638,232,276.5,0.05,FALSE,FALSE,FALSE
"h24_0866",1.19604401210682,233,821,0.05,FALSE,FALSE,FALSE
"h24_0315",1.19609843766329,234,216.5,0,FALSE,FALSE,FALSE
"h24_0046",1.19610590374469,235,193,0,FALSE,FALSE,FALSE
"h24_0964",1.19612103144917,236,152.5,0.05,FALSE,FALSE,FALSE
"h24_0150",1.19612916743533,237,195.5,0,FALSE,FALSE,FALSE
"h24_0815",1.19615722826822,238,198.5,0.1,FALSE,FALSE,FALSE
"h24_0334",1.19616038922501,239,254.5,0,FALSE,FALSE,FALSE
"h24_0768",1.19616134240447,240,242,0.05,FALSE,FALSE,FALSE
"h24_0302",1.19620463569095,241,129,0.1,FALSE,FALSE,FALSE
"h24_0137",1.19621175941407,242,222,0.05,FALSE,FALSE,FALSE
"h24_0659",1.19621589949172,243,793.5,0,FALSE,FALSE,FALSE
"h24_0358",1.19623861776979,244,205.5,0.05,FALSE,FALSE,FALSE
"h24_0262",1.19629733032635,245,524,0.05,FALSE,FALSE,FALSE
"h24_0118",1.19632049130268,246,210,0.05,FALSE,FALSE,FALSE
"h24_0545",1.19633984504955,247,603.5,0,FALSE,FALSE,FALSE
"h24_0414",1.19637798961728,248,323,0.05,FALSE,FALSE,FALSE
"h24_0222",1.19639922150873,249,282.5,0,FALSE,FALSE,FALSE
"h24_0892",1.19640745520624,250,521,0,FALSE,FALSE,FALSE
"h24_0577",1.19641710629714,251,172.5,0,FALSE,FALSE,FALSE
"h24_0829",1.1964437151013,252,579,0,FALSE,FALSE,FALSE
"h24_0505",1.19644853317836,253,42,0.05,FALSE,FALSE,FALSE
"h24_0322",1.19645208471369,254,451,0.15,FALSE,FALSE,FALSE
"h24_0580",1.19646091519332,255,389.5,0.1,FALSE,FALSE,FALSE
"h24_0713",1.19649338781523,256,645,0,FALSE,FALSE,FALSE
"h24_0156",1.19649426769642,257,193,0,FALSE,FALSE,FALSE
"h24_0182",1.19654988893118,258,124.5,0,FALSE,FALSE,FALSE
"h24_0857",1.19655009925132,259,208,0.05,FALSE,FALSE,FALSE
"h24_1020",1.19664169960068,260,303.5,0,FALSE,FALSE,FALSE
"h24_0549",1.19665906484698,261,220,0.1,FALSE,FALSE,FALSE
"h24_0351",1.1966734197259,262,346.5,0,FALSE,FALSE,FALSE
"h24_0438",1.19671511323199,263,421,0.1,FALSE,FALSE,FALSE
"h24_0766",1.19672719227842,264,80.5,0.05,FALSE,FALSE,FALSE
"h24_0689",1.19673304379978,265,263,0.05,FALSE,FALSE,FALSE
"h24_0923",1.19679762278728,266,66,0,FALSE,FALSE,FALSE
"h24_0653",1.1968011122875,267,229,0.05,FALSE,FALSE,FALSE
"h24_0634",1.19681281210519,268,362.5,0,FALSE,FALSE,FALSE
"h24_0419",1.1968160056543,269,270.5,0,FALSE,FALSE,FALSE
"h24_0947",1.19683844760782,270,210,0,FALSE,FALSE,FALSE
"h24_0309",1.19684518283225,271,132,0.05,FALSE,FALSE,FALSE
"h24_0774",1.19686273564239,272,857,0,FALSE,FALSE,FALSE
"h24_0665",1.19689343782997,273,294.5,0.1,FALSE,FALSE,FALSE
"h24_0485",1.19690293136755,274,433,0,FALSE,FALSE,FALSE
"h24_1009",1.19690471944864,275,161,0,FALSE,FALSE,FALSE
"h24_0825",1.19694352868577,276,484.5,0,FALSE,FALSE,FALSE
"h24_0727",1.1969629184282,277,240,0.05,FALSE,FALSE,FALSE
"h24_0596",1.19697834682278,278,242,0.05,FALSE,FALSE,FALSE
"h24_0223",1.19702492946332,279,258.5,0.05,FALSE,FALSE,FALSE
"h24_0457",1.19702872236694,280,763,0.05,FALSE,FALSE,FALSE
"h24_0859",1.19703571497929,281,628.5,0,FALSE,FALSE,FALSE
"h24_0238",1.19704810968499,282,355.5,0,FALSE,FALSE,FALSE
"h24_0151",1.19707826452388,283,313,0,FALSE,FALSE,FALSE
"h24_0383",1.19708785087867,284,826,0.05,FALSE,FALSE,FALSE
"h24_0843",1.1970975622347,285,252,0.05,FALSE,FALSE,FALSE
"h24_0554",1.19711598650859,286,124.5,0,FALSE,FALSE,FALSE
"h24_0107",1.19713479164356,287,238,0,FALSE,FALSE,FALSE
"h24_0021",1.19713774357844,288,519.5,0.05,FALSE,FALSE,FALSE
"h24_0276",1.19717851060554,289,242,0.05,FALSE,FALSE,FALSE
"h24_0684",1.19720711262841,290,261,0,FALSE,FALSE,FALSE
"h24_0221",1.19723501538294,291,305.5,0,FALSE,FALSE,FALSE
"h24_0973",1.19725957468731,292,219,0,FALSE,FALSE,FALSE
"h24_0200",1.19726039007302,293,285.5,0.05,FALSE,FALSE,FALSE
"h24_0179",1.19730214564138,294,249.5,0,FALSE,FALSE,FALSE
"h24_0094",1.19732431863514,295,379.5,0,FALSE,FALSE,FALSE
"h24_0963",1.19732751072607,296,268.5,0,FALSE,FALSE,FALSE
"h24_0290",1.19733007085853,297,266,0,FALSE,FALSE,FALSE
"h24_0632",1.19733192352567,298,426,0.1,FALSE,FALSE,FALSE
"h24_0982",1.19733416145327,299,273,0,FALSE,FALSE,FALSE
"h24_0201",1.19742265074751,300,41,0.05,FALSE,FALSE,FALSE
"h24_0547",1.19742736852075,301,275,0,FALSE,FALSE,FALSE
"h24_0748",1.19743075410142,302,324.5,0.05,FALSE,FALSE,FALSE
"h24_0869",1.19747316466641,303,460,0,FALSE,FALSE,FALSE
"h24_0228",1.19747338678869,304,279.5,0.05,FALSE,FALSE,FALSE
"h24_0005",1.19748851226938,305,353,0,FALSE,FALSE,FALSE
"h24_0808",1.19749659792591,306,351,0,FALSE,FALSE,FALSE
"h24_0356",1.19751605733434,307,200,0.1,FALSE,FALSE,FALSE
"h24_0329",1.19752739383079,308,321.5,0,FALSE,FALSE,FALSE
"h24_0677",1.19753445961265,309,285.5,0.1,FALSE,FALSE,FALSE
"h24_0855",1.19756497656446,310,438.5,0,FALSE,FALSE,FALSE
"h24_0537",1.1975810111681,311,158,0.05,FALSE,FALSE,FALSE
"h24_0036",1.19760246935757,312,404.5,0.05,FALSE,FALSE,FALSE
"h24_0286",1.19762579243009,313,289,0,FALSE,FALSE,FALSE
"h24_0003",1.19765815917916,314,78.5,0,FALSE,FALSE,FALSE
"h24_0236",1.197666986807,315,23.5,0.05,FALSE,FALSE,FALSE
"h24_0650",1.1976721889794,316,291,0,FALSE,FALSE,FALSE
"h24_0773",1.19767338047173,317,298,0,FALSE,FALSE,FALSE
"h24_0613",1.19772055361027,318,739,0,FALSE,FALSE,FALSE
"h24_0435",1.19773896743885,319,823.5,0,FALSE,FALSE,FALSE
"h24_0053",1.19775471655672,320,761,0.1,FALSE,FALSE,FALSE
"h24_0213",1.19779109755326,321,387.5,0.05,FALSE,FALSE,FALSE
"h24_0143",1.19779149655036,322,573,0,FALSE,FALSE,FALSE
"h24_0697",1.19780126430212,323,244.5,0.05,FALSE,FALSE,FALSE
"h24_0762",1.19780628282869,324,300,0.1,FALSE,FALSE,FALSE
"h24_0723",1.19782427384844,325,224.5,0.05,FALSE,FALSE,FALSE
"h24_0473",1.19782551946748,326,222,0.05,FALSE,FALSE,FALSE
"h24_0937",1.19787732256312,327,307.5,0,FALSE,FALSE,FALSE
"h24_0176",1.19788900996151,328,190.5,0,FALSE,FALSE,FALSE
"h24_0972",1.19790596877138,329,789,0,FALSE,FALSE,FALSE
"h24_0054",1.19794371032102,330,368.5,0,FALSE,FALSE,FALSE
"h24_0078",1.19796016471491,331,302,0,FALSE,FALSE,FALSE
"h24_0709",1.19796866226197,332,303.5,0.05,FALSE,FALSE,FALSE
"h24_0378",1.19802018803838,333,181,0,FALSE,FALSE,FALSE
"h24_0791",1.19802296335065,334,551,0,FALSE,FALSE,FALSE
"h24_0374",1.19802405953194,335,463.5,0.05,FALSE,FALSE,FALSE
"h24_0953",1.19805933771057,336,310,0,FALSE,FALSE,FALSE
"h24_0483",1.19806307797922,337,364,0,FALSE,FALSE,FALSE
"h24_0418",1.19809303797404,338,360,0,FALSE,FALSE,FALSE
"h24_0987",1.19811246706855,339,278,0,FALSE,FALSE,FALSE
"h24_0630",1.19814876365661,340,254.5,0,FALSE,FALSE,FALSE
"h24_0025",1.19818661693862,341,292,0.05,FALSE,FALSE,FALSE
"h24_0191",1.19818983976379,342,316,0.05,FALSE,FALSE,FALSE
"h24_0728",1.19820733286719,343,233.5,0.15,FALSE,FALSE,FALSE
"h24_0214",1.19821824009618,344,447.5,0,FALSE,FALSE,FALSE
"h24_0462",1.19823501690097,345,319,0.05,FALSE,FALSE,FALSE
"h24_0422",1.19828656551823,346,212.5,0,FALSE,FALSE,FALSE
"h24_0353",1.19829759201447,347,63,0,FALSE,FALSE,FALSE
"h24_0776",1.19830144107134,348,261,0.05,FALSE,FALSE,FALSE
"h24_0925",1.19830917059776,349,324.5,0,FALSE,FALSE,FALSE
"h24_0902",1.1983498041792,350,345,0.05,FALSE,FALSE,FALSE
"h24_0377",1.1983940110248,351,500.5,0.05,FALSE,FALSE,FALSE
"h24_0576",1.19839449441377,352,822,0,FALSE,FALSE,FALSE
"h24_0004",1.19840597652525,353,319,0,FALSE,FALSE,FALSE
"h24_0900",1.19842697920961,354,172.5,0.1,FALSE,FALSE,FALSE
"h24_0552",1.19843155311136,355,619.5,0.1,FALSE,FALSE,FALSE
"h24_0529",1.19845111997901,356,624.5,0,FALSE,FALSE,FALSE
"h24_0307",1.19847247794715,357,628.5,0,FALSE,FALSE,FALSE
"h24_1017",1.1984978386029,358,427.5,0.05,FALSE,FALSE,FALSE
"h24_0893",1.19852953938419,359,413,0,FALSE,FALSE,FALSE
"h24_0941",1.19853649714313,360,333,0.05,FALSE,FALSE,FALSE
"h24_0515",1.19853909251315,361,445,0,FALSE,FALSE,FALSE
"h24_0204",1.19854591403246,362,419,0.1,FALSE,FALSE,FALSE
"h24_0318",1.19854685875021,363,341,0.1,FALSE,FALSE,FALSE
"h24_0992",1.19855064268947,364,751.5,0.05,FALSE,FALSE,FALSE
"h24_0868",1.1985617544408,365,205.5,0,FALSE,FALSE,FALSE
"h24_0541",1.19856277877419,366,339,0.1,FALSE,FALSE,FALSE
"h24_0049",1.1985688285318,367,406.5,0.05,FALSE,FALSE,FALSE
"h24_0399",1.19859273895431,368,165,0,FALSE,FALSE,FALSE
