"covariate","score","rank_base","rank_agg_med","freq_top20","below_fam05","below_mrg05","below_mrg01"
"h03_0485",1.1750474347163,1,4.5,0,FALSE,TRUE,TRUE
"h03_0544",1.17925936499262,2,1,0.1,FALSE,TRUE,TRUE
"h03_0444",1.18013677659388,3,24,0.05,FALSE,TRUE,TRUE
"h03_0338",1.18041030718167,4,2.5,0,FALSE,TRUE,TRUE
"h03_0334",1.18093875664578,5,15,0,FALSE,TRUE,TRUE
"h03_0721",1.18096228106824,6,4.5,0.1,FALSE,TRUE,TRUE
"h03_0225",1.18185078215498,7,129.5,0.05,FALSE,TRUE,TRUE
"h03_0407",1.18190015660138,8,67,0,FALSE,TRUE,TRUE
"h03_0176",1.18379111650683,9,8,0.05,FALSE,TRUE,TRUE
"h03_0323",1.18396524066172,10,7,0,FALSE,TRUE,TRUE
"h03_0696",1.18475385787466,11,88,0.1,FALSE,TRUE,TRUE
"h03_0316",1.18484236323128,12,21,0.05,FALSE,TRUE,TRUE
"h03_0383",1.18559933965593,13,38,0,FALSE,TRUE,FALSE
"h03_0087",1.18577818701286,14,674.5,0,FALSE,TRUE,FALSE
"h03_0594",1.18630514311244,15,12.5,0.05,FALSE,TRUE,FALSE
"h03_0516",1.1863276332607,16,10,0.05,FALSE,TRUE,FALSE
"h03_0941",1.18643632182759,17,46.5,0.05,FALSE,TRUE,FALSE
"h03_0385",1.18652172029971,18,22,0.05,FALSE,TRUE,FALSE
"h03_0022",1.18661712862659,19,30,0,FALSE,TRUE,FALSE
"h03_0599",1.18663665429292,20,16,0,FALSE,TRUE,FALSE
"h03_0927",1.18664454089292,21,26,0.1,FALSE,TRUE,FALSE
"h03_0931",1.18678421513861,22,40,0,FALSE,TRUE,FALSE
"h03_0123",1.1868231796929,23,11,0,FALSE,TRUE,FALSE
"h03_0746",1.18695903184368,24,29,0,FALSE,TRUE,FALSE
"h03_0762",1.18698237870508,25,35,0.05,FALSE,TRUE,FALSE
"h03_0484",1.18702854936589,26,24,0.1,FALSE,TRUE,FALSE
"h03_0803",1.18739010896469,27,117.5,0,FALSE,TRUE,FALSE
"h03_0342",1.18748189006912,28,74,0.05,FALSE,TRUE,FALSE
"h03_0355",1.18752443632114,29,31,0.05,FALSE,TRUE,FALSE
"h03_0081",1.18795848048277,30,99,0,FALSE,TRUE,FALSE
"h03_0124",1.1880039724695,31,111.5,0.05,FALSE,TRUE,FALSE
"h03_0892",1.18825597142466,32,55,0.05,FALSE,TRUE,FALSE
"h03_0660",1.18836842563002,33,210.5,0.05,FALSE,TRUE,FALSE
"h03_0533",1.18841154401834,34,835,0,FALSE,TRUE,FALSE
"h03_0543",1.18858885406108,35,61.5,0,FALSE,TRUE,FALSE
"h03_0801",1.18869671589814,36,52.5,0,FALSE,TRUE,FALSE
"h03_0651",1.18881714301072,37,163,0.15,FALSE,TRUE,FALSE
"h03_1006",1.18884432690792,38,45,0.05,FALSE,TRUE,FALSE
"h03_0874",1.18897587259532,39,18.5,0.1,FALSE,TRUE,FALSE
"h03_0702",1.18898089984169,40,93,0,FALSE,TRUE,FALSE
"h03_0916",1.18901271192951,41,283,0,FALSE,TRUE,FALSE
"h03_0496",1.18908049552311,42,139,0,FALSE,TRUE,FALSE
"h03_0540",1.18943543324408,43,241.5,0,FALSE,TRUE,FALSE
"h03_0609",1.18947763426084,44,9,0,FALSE,TRUE,FALSE
"h03_0498",1.18962339831322,45,33,0.1,FALSE,TRUE,FALSE
"h03_0196",1.18991774589609,46,86.5,0.05,FALSE,TRUE,FALSE
"h03_0806",1.18998452134014,47,48,0.05,FALSE,TRUE,FALSE
"h03_0107",1.19010972925833,48,18.5,0,FALSE,TRUE,FALSE
"h03_0208",1.19024922551699,49,166,0,FALSE,FALSE,FALSE
"h03_0841",1.19037329485638,50,180,0,FALSE,FALSE,FALSE
"h03_1002",1.1903779417205,51,182,0,FALSE,FALSE,FALSE
"h03_0685",1.19042736046488,52,265,0,FALSE,FALSE,FALSE
"h03_0003",1.1907650007357,53,49.5,0,FALSE,FALSE,FALSE
"h03_0136",1.19082701148853,54,35,0,FALSE,FALSE,FALSE
"h03_0571",1.19082894549715,55,52.5,0,FALSE,FALSE,FALSE
"h03_0839",1.19088671316955,56,27,0,FALSE,FALSE,FALSE
"h03_0890",1.19097629212683,57,83,0,FALSE,FALSE,FALSE
"h03_0395",1.19112263185101,58,206,0.1,FALSE,FALSE,FALSE
"h03_0445",1.19114026777272,59,176,0,FALSE,FALSE,FALSE
"h03_0911",1.19126187624365,60,180,0,FALSE,FALSE,FALSE
"h03_0763",1.19130244351518,61,103,0,FALSE,FALSE,FALSE
"h03_0848",1.19138727011638,62,56,0,FALSE,FALSE,FALSE
"h03_0514",1.19143784945721,63,35,0.05,FALSE,FALSE,FALSE
"h03_0915",1.19148879117658,64,196,0,FALSE,FALSE,FALSE
"h03_0057",1.19150369969003,65,167.5,0,FALSE,FALSE,FALSE
"h03_0536",1.19157718953982,66,295,0,FALSE,FALSE,FALSE
"h03_0405",1.19160169646514,67,78,0,FALSE,FALSE,FALSE
"h03_0168",1.19174346392392,68,183,0.05,FALSE,FALSE,FALSE
"h03_0104",1.19176273329636,69,111.5,0.05,FALSE,FALSE,FALSE
"h03_0335",1.19186284939184,70,40,0.05,FALSE,FALSE,FALSE
"h03_0416",1.19187034342428,71,324,0.05,FALSE,FALSE,FALSE
"h03_0572",1.19188585721754,72,40,0.05,FALSE,FALSE,FALSE
"h03_0755",1.19189695953592,73,43,0,FALSE,FALSE,FALSE
"h03_0946",1.1919228722724,74,94,0,FALSE,FALSE,FALSE
"h03_0951",1.19200824579761,75,161,0.05,FALSE,FALSE,FALSE
"h03_0895",1.19206708734462,76,51,0.05,FALSE,FALSE,FALSE
"h03_0749",1.19207828545739,77,172,0,FALSE,FALSE,FALSE
"h03_0344",1.19211666623168,78,142,0,FALSE,FALSE,FALSE
"h03_0948",1.19217022949933,79,276.5,0.05,FALSE,FALSE,FALSE
"h03_0494",1.19219033590619,80,91.5,0,FALSE,FALSE,FALSE
"h03_0089",1.19220221708743,81,136,0,FALSE,FALSE,FALSE
"h03_0129",1.19220433958967,82,59.5,0.05,FALSE,FALSE,FALSE
"h03_0157",1.19227589898604,83,49.5,0.05,FALSE,FALSE,FALSE
"h03_0085",1.19231911266037,84,235.5,0,FALSE,FALSE,FALSE
"h03_0723",1.19235387839188,85,37,0.15,FALSE,FALSE,FALSE
"h03_0147",1.19236656168553,86,354,0.05,FALSE,FALSE,FALSE
"h03_0137",1.19236668787133,87,99,0,FALSE,FALSE,FALSE
"h03_0908",1.19236786777321,88,699,0,FALSE,FALSE,FALSE
"h03_0155",1.19244405615881,89,75.5,0.05,FALSE,FALSE,FALSE
"h03_0640",1.19244686501565,90,54,0.1,FALSE,FALSE,FALSE
"h03_0838",1.19249186545133,91,364.5,0,FALSE,FALSE,FALSE
"h03_0197",1.19251108703157,92,250,0,FALSE,FALSE,FALSE
"h03_0736",1.19252506210121,93,139,0,FALSE,FALSE,FALSE
"h03_0373",1.19255917669488,94,57,0.05,FALSE,FALSE,FALSE
"h03_0643",1.19257730944611,95,108,0.1,FALSE,FALSE,FALSE
"h03_0579",1.19262046115401,96,143.5,0,FALSE,FALSE,FALSE
"h03_0949",1.19265921987329,97,77,0,FALSE,FALSE,FALSE
"h03_0638",1.1928622587519,98,302.5,0,FALSE,FALSE,FALSE
"h03_0560",1.19294958995891,99,152,0,FALSE,FALSE,FALSE
"h03_0440",1.19307411859211,100,61.5,0,FALSE,FALSE,FALSE
"h03_0481",1.19312674667316,101,90,0,FALSE,FALSE,FALSE
"h03_0726",1.19314201455301,102,297,0.05,FALSE,FALSE,FALSE
"h03_0733",1.1931449244811,103,63.5,0,FALSE,FALSE,FALSE
"h03_0427",1.19320756965077,104,73,0.05,FALSE,FALSE,FALSE
"h03_0402",1.19323206936615,105,80,0.05,FALSE,FALSE,FALSE
"h03_0163",1.19326419654235,106,108,0,FALSE,FALSE,FALSE
"h03_0611",1.19326956142777,107,268,0,FALSE,FALSE,FALSE
"h03_0719",1.19328296307986,108,97,0.05,FALSE,FALSE,FALSE
"h03_0635",1.19334553804281,109,6,0,FALSE,FALSE,FALSE
"h03_0408",1.19343958951712,110,32,0,FALSE,FALSE,FALSE
"h03_0744",1.19356790962088,111,266,0,FALSE,FALSE,FALSE
