"covariate","score","rank_base","rank_agg_med","freq_top20","below_fam05","below_mrg05","below_mrg01"
"h18_0458",1.19812546160661,352,148,0.05,FALSE,FALSE,FALSE
"h18_0701",1.19813595609135,353,390.5,0,FALSE,FALSE,FALSE
"h18_1000",1.19813923020091,354,76.5,0.05,FALSE,FALSE,FALSE
"h18_0605",1.19815334838028,355,547,0.05,FALSE,FALSE,FALSE
"h18_0369",1.19815445941864,356,230.5,0.05,FALSE,FALSE,FALSE
"h18_0966",1.19816818908359,357,390.5,0,FALSE,FALSE,FALSE
"h18_0498",1.19817246066048,358,600.5,0.05,FALSE,FALSE,FALSE
"h18_0877",1.19819249016724,359,602,0,FALSE,FALSE,FALSE
"h18_0586",1.19824930891749,360,537.5,0.05,FALSE,FALSE,FALSE
"h18_0871",1.19826244848761,361,578.5,0,FALSE,FALSE,FALSE
"h18_0995",1.19828006136408,362,280.5,0,FALSE,FALSE,FALSE
"h18_0281",1.19829068428179,363,328,0.05,FALSE,FALSE,FALSE
"h18_0911",1.19830178843273,364,545,0,FALSE,FALSE,FALSE
"h18_0448",1.19830505890556,365,177,0,FALSE,FALSE,FALSE
"h18_0791",1.19833472155945,366,419.5,0,FALSE,FALSE,FALSE
"h18_0624",1.19834891283637,367,143,0,FALSE,FALSE,FALSE
"h18_0537",1.19835285099564,368,160,0,FALSE,FALSE,FALSE
"h18_0407",1.19835721550414,369,298,0,FALSE,FALSE,FALSE
