doc_id,M_128,M_256,M_512,M_1024
<urn:uuid:486e8ac3-2d1e-43f7-b1c5-8799bec6aae2>,11.66734504699707,12.542436599731445,14.50566291809082,16.58428955078125
<urn:uuid:63a5b21d-369b-491d-b903-ee1b61186bfd>,13.515610694885254,13.515610694885254,13.515610694885254,13.515610694885254
<urn:uuid:996c0419-ffd7-4a21-888f-ebf099734696>,11.597929000854492,12.605445861816406,12.605445861816406,12.605445861816406
<urn:uuid:3f55802d-501a-45b5-9efb-da84f0cc5aed>,13.677362442016602,13.677362442016602,13.677362442016602,13.677362442016602
<urn:uuid:f66e4981-88c0-45aa-ae21-2dcaf2c463cd>,16.021150588989258,16.021150588989258,16.021150588989258,16.021150588989258
<urn:uuid:8e3bd2e4-0ecd-4917-b0c3-d86e3c1a1480>,9.952728271484375,11.808417320251465,11.808417320251465,12.417167663574219
<urn:uuid:7feda435-578b-4b2a-8083-d8e130071202>,12.319624900817871,12.319624900817871,12.319624900817871,12.319624900817871
<urn:uuid:d921d970-7641-4061-8ac5-b10eb35301bd>,14.262693405151367,15.50234317779541,15.50234317779541,15.50234317779541
<urn:uuid:7fc39934-7cc9-4979-b76a-48ca93e55b01>,13.172883987426758,13.172883987426758,13.172883987426758,13.172883987426758
<urn:uuid:7407e565-190f-421b-a6b3-ec3887284450>,15.80541706085205,15.80541706085205,15.80541706085205,15.80541706085205
<urn:uuid:60416ea7-bd50-46f2-8ba7-887e488540eb>,12.373849868774414,12.616111755371094,12.616111755371094,13.847192764282227
<urn:uuid:0709c77e-059c-4623-88df-d47fc9b3ae5d>,10.308588981628418,11.036300659179688,11.036300659179688,13.994248390197754
<urn:uuid:e0c80e81-1ced-4861-9bd0-38134a4d4bb5>,14.971452713012695,14.971452713012695,15.660154342651367,15.660154342651367
<urn:uuid:458d9599-c982-4c7e-b0b3-a84a5a9861a1>,10.1515474319458,12.47309684753418,13.992505073547363,15.965851783752441
<urn:uuid:f9588781-ec16-4828-ae84-8bb3ae5c7cd8>,12.399091720581055,12.850435256958008,15.449666976928711,15.449666976928711
<urn:uuid:7d9b9084-8a47-48ac-8314-3e86e6afb83f>,11.816214561462402,13.015931129455566,13.015931129455566,15.83685302734375
<urn:uuid:89da319e-0520-4342-953d-ad5fb6a97208>,10.725887298583984,12.206104278564453,14.135364532470703,14.135364532470703
<urn:uuid:2235400c-a2af-4b98-b2a0-e3a25c16755c>,11.108415603637695,13.231863021850586,13.231863021850586,13.518726348876953
<urn:uuid:6014487a-e471-4e8f-948f-34ee4b4d7918>,8.506635665893555,11.950078964233398,11.950078964233398,13.720839500427246
