doc_id,M_128,M_256,M_512,M_1024
<urn:uuid:b3064b7d-18af-4501-aa17-f964864bb10a>,10.18260669708252,11.429400444030762,14.593549728393555,14.593549728393555
<urn:uuid:1fe86546-4b44-4aeb-b29a-975812dd402c>,15.29465103149414,15.29465103149414,15.29465103149414,16.232145309448242
<urn:uuid:a387ee49-d25e-405e-b526-46439c763e32>,11.92839241027832,11.92839241027832,12.296934127807617,15.126514434814453
<urn:uuid:f1456775-2885-4e7f-8758-b1f6c2f0f9b1>,11.881477355957031,14.852840423583984,14.852840423583984,14.852840423583984
<urn:uuid:3fae3bfa-9c8c-4c38-bee2-d997dcc5420d>,10.340734481811523,15.59757137298584,15.59757137298584,15.59757137298584
<urn:uuid:5ac7b811-25d1-47fa-a0ad-cbdf90f9a425>,11.824440002441406,15.170326232910156,16.36736297607422,16.36736297607422
<urn:uuid:d6dea3c3-66e5-4725-8591-864f5f4499a2>,9.837096214294434,12.091452598571777,12.099075317382812,14.008866310119629
<urn:uuid:c538cd69-33e2-4d0a-b28f-483d28d7d8ec>,12.152027130126953,12.152027130126953,14.173532485961914,14.662203788757324
<urn:uuid:6a4f6b2f-8692-4e62-92b3-4049a285502b>,9.512516975402832,9.786727905273438,10.13192081451416,13.693099021911621
<urn:uuid:4fc2fa8c-0201-4882-acfe-52faa024dddf>,12.847172737121582,12.847172737121582,12.864070892333984,12.864070892333984
<urn:uuid:af28799e-3ab3-4e11-a954-8bca3a6c420e>,11.076193809509277,11.076193809509277,13.216964721679688,13.216964721679688
<urn:uuid:9a65d579-c452-4e28-9b0b-08dc2ec3bf2d>,11.712615013122559,11.712615013122559,15.25694751739502,15.25694751739502
<urn:uuid:8755959c-e5c9-483e-a937-a0f3880635b5>,12.280208587646484,12.280208587646484,15.649124145507812,15.649124145507812
<urn:uuid:5b52d56c-aa55-434e-9f63-dc00f690dab9>,13.325334548950195,13.325334548950195,13.325334548950195,13.325334548950195
<urn:uuid:695239da-fea5-4e7a-8b78-5863e92a0625>,12.82068920135498,12.82068920135498,13.770173072814941,13.770173072814941
<urn:uuid:4d2ebd6a-47b3-41f6-9e24-91f58305210e>,12.852951049804688,12.852951049804688,17.434925079345703,17.434925079345703
<urn:uuid:39199ad9-2d9a-40db-a38f-444006c70b14>,13.507588386535645,13.507588386535645,13.826092720031738,13.826092720031738
<urn:uuid:13aaf6cc-6aa4-48ff-bc15-6d044b4e248b>,11.732941627502441,13.76600456237793,13.76600456237793,13.76600456237793
<urn:uuid:7bee7746-529e-4a81-ac03-0222814351e3>,11.781296730041504,12.19194507598877,13.906017303466797,14.413773536682129
<urn:uuid:874e95d1-0819-4412-a03a-7cca87b8304b>,13.57091236114502,13.57091236114502,13.629485130310059,13.629485130310059
<urn:uuid:bb3f6ecd-4641-4abd-8d81-3dc79ea1fed4>,14.081489562988281,14.081489562988281,14.081489562988281,14.081489562988281
<urn:uuid:c0f2bcd0-4ecf-41c8-af8b-38256908623c>,15.67231559753418,15.67231559753418,15.67231559753418,15.95047378540039
<urn:uuid:8fef90bc-8044-43aa-a795-da19d1413d1b>,7.995155334472656,9.128009796142578,14.800201416015625,14.800201416015625
<urn:uuid:f7ab0025-444b-47e2-aa28-3a4ecda97bdc>,10.60888671875,12.297506332397461,13.134565353393555,13.714020729064941
<urn:uuid:551ad350-4d03-41a8-ae2e-9a857c32198d>,8.72346019744873,9.336316108703613,9.336316108703613,10.862930297851562
<urn:uuid:12fb0fa6-f5b1-4715-b8a1-3562aaaf8b44>,13.892051696777344,13.892051696777344,13.892051696777344,13.892051696777344
<urn:uuid:0e90aba6-a9b0-404e-9c99-43f264b22806>,14.480812072753906,14.480812072753906,14.480812072753906,14.480812072753906
<urn:uuid:82fd1064-5324-4fe5-9497-7c59e93f5a72>,9.973944664001465,9.973944664001465,13.623924255371094,13.623924255371094
<urn:uuid:33bef1d0-ce50-4d00-8898-3f4b04d16d3d>,11.54197883605957,12.618709564208984,12.618709564208984,14.115894317626953
<urn:uuid:a2cf89cf-b7be-4702-beab-e39327c66688>,9.52686882019043,9.52686882019043,9.52686882019043,11.143285751342773
<urn:uuid:613c39f8-16a3-4704-adf4-f5806e244905>,8.25648307800293,8.25648307800293,8.25648307800293,11.842498779296875
<urn:uuid:1497e256-2f18-4a71-b166-7a198675ede2>,10.83681583404541,12.992350578308105,12.992350578308105,13.446928024291992
<urn:uuid:9453014a-733e-492e-ad1d-7a5f21a016ab>,12.755757331848145,12.755757331848145,14.773727416992188,14.773727416992188
<urn:uuid:0cfc5f4e-e87f-46d6-aabb-e29ea9383553>,15.027571678161621,15.027571678161621,15.027571678161621,15.027571678161621
<urn:uuid:1d468c5e-2240-45ad-b448-29b60db5acc0>,12.506678581237793,12.506678581237793,12.506678581237793,13.073053359985352
<urn:uuid:bc67d4d4-9847-44ae-b04a-1558f70e00cf>,10.258992195129395,10.258992195129395,11.557172775268555,11.78149700164795
<urn:uuid:953e127a-0902-4cf8-b5fa-949cd499d741>,10.006792068481445,11.61445426940918,13.146154403686523,14.466432571411133
<urn:uuid:a72154f1-85e2-48d9-8d8c-642713838d64>,11.354997634887695,12.710726737976074,12.710726737976074,14.315802574157715
<urn:uuid:15fa62b0-6a98-41f2-aff7-9a6ab3771a82>,8.326577186584473,8.326577186584473,13.212919235229492,13.212919235229492
<urn:uuid:c7e74365-71b5-4b25-bd47-6be20f0d6b20>,13.309426307678223,13.309426307678223,14.867864608764648,14.867864608764648
<urn:uuid:503fe8b9-46b2-4ed8-86dd-e2be9fcd673d>,11.768108367919922,12.016938209533691,15.615213394165039,15.615213394165039
<urn:uuid:084be33c-b9b7-4d0e-970a-ed6babc46a68>,15.133586883544922,15.133586883544922,15.208686828613281,15.208686828613281
<urn:uuid:97e3e26d-22d8-46c8-8070-5f538e8852d3>,15.408418655395508,15.408418655395508,15.408418655395508,15.408418655395508
<urn:uuid:c602af0f-f6c4-4419-8f99-b51b2f633120>,13.474849700927734,14.517462730407715,14.517462730407715,14.791399002075195
<urn:uuid:3d32aca9-0e72-4ca9-bfd3-7d8231064b0c>,11.624811172485352,11.624811172485352,12.738764762878418,18.563465118408203
<urn:uuid:fbfea4a7-16c6-4f73-84b0-e39dd9cffe1c>,8.713011741638184,10.520133972167969,10.538880348205566,10.538880348205566
<urn:uuid:f72a8ba9-eaf5-45b2-a759-fdf265741faa>,9.714700698852539,11.14293098449707,12.325532913208008,12.325532913208008
<urn:uuid:d16c650e-19f6-4f46-af41-b7a9985a413e>,14.078277587890625,15.127547264099121,15.127547264099121,15.127547264099121
<urn:uuid:3a2e2982-4372-48de-b338-0074a4234d6c>,16.445194244384766,16.445194244384766,16.445194244384766,16.445194244384766
<urn:uuid:9262356c-5feb-4f8a-b515-e8ec080a9125>,10.032402992248535,12.388489723205566,13.157852172851562,13.157852172851562
<urn:uuid:2b74f102-a4a9-46e0-b6f2-57777ee963e7>,11.543075561523438,13.165739059448242,13.165739059448242,13.308492660522461
<urn:uuid:b4096afd-fbb5-4583-b616-9e77cc102374>,12.930706977844238,13.96650505065918,15.145795822143555,15.145795822143555
<urn:uuid:f8f70667-b1d8-4253-a6b3-786de8574cd7>,14.881551742553711,14.881551742553711,14.881551742553711,17.380823135375977
<urn:uuid:ca92f6be-3808-4f49-a3eb-f5c76e32ef7a>,10.312726974487305,10.997759819030762,14.741788864135742,14.95050048828125
<urn:uuid:79071952-477d-4529-86f2-3f6784355110>,13.112860679626465,13.112860679626465,13.112860679626465,13.112860679626465
<urn:uuid:fd40b2d6-f002-4883-aa39-d051739f0bb4>,11.448553085327148,13.799866676330566,14.830681800842285,14.830681800842285
<urn:uuid:5a2096b9-1d93-4284-8afb-58e1663c849d>,11.602828025817871,11.602828025817871,13.359230041503906,16.384571075439453
<urn:uuid:a8b85ed9-5d44-4aa1-9043-ac9f7f2f660a>,10.654756546020508,10.654756546020508,12.656118392944336,17.5926513671875
<urn:uuid:b45117b8-b38b-4da8-8cc9-eba8ad0199f0>,12.241842269897461,14.046354293823242,14.046354293823242,14.046354293823242
<urn:uuid:74d1a88b-73be-49d2-8f4e-eb52b691aa36>,11.973591804504395,11.973591804504395,12.465150833129883,14.198675155639648
<urn:uuid:c4bbe438-c940-48b7-a2e2-dffc6a5af764>,15.933364868164062,17.383108139038086,17.383108139038086,17.383108139038086
<urn:uuid:bcf05556-a118-4b75-beb8-dd89f1edee02>,9.78941535949707,9.78941535949707,9.78941535949707,11.011399269104004
<urn:uuid:21d6e3b6-6842-4604-b82b-7eecd4769c2f>,14.025652885437012,14.336897850036621,14.336897850036621,14.771735191345215
<urn:uuid:adc85132-eda4-4e43-9ed0-e8edd877e644>,22.09506607055664,22.09506607055664,22.09506607055664,22.09506607055664
<urn:uuid:29a6ffb8-c00b-4494-b155-d2527fa94b8e>,9.913254737854004,13.031062126159668,17.09563636779785,17.09563636779785
<urn:uuid:45f22c25-5aa9-4969-9860-3a17f4d7b3bf>,15.317096710205078,15.317096710205078,15.317096710205078,15.317096710205078
<urn:uuid:f4b17a25-525c-4c75-aee2-38a1e6ffbab0>,10.570344924926758,13.692205429077148,18.08869171142578,18.08869171142578
<urn:uuid:367ae597-8587-407d-aa23-f5a15c86806a>,11.803140640258789,14.922348022460938,14.922348022460938,14.922348022460938
<urn:uuid:db2edadd-8417-44c6-8507-7ca73416f6f6>,13.228515625,13.228515625,14.090306282043457,14.090306282043457
<urn:uuid:10d6dcaa-6c92-44c6-b29b-d9c48ce0cee3>,12.277379035949707,15.215493202209473,15.215493202209473,16.03038787841797
<urn:uuid:db13db36-43ad-4aba-abe1-d895f2766211>,11.480897903442383,12.792207717895508,16.451196670532227,16.451196670532227
<urn:uuid:823d0bd9-252d-4f2e-b997-fb6809f6bcaf>,11.091169357299805,11.091169357299805,11.091169357299805,12.37728500366211
<urn:uuid:3e398420-0a09-405f-b5b3-fddd8c4d7e64>,11.615779876708984,14.886911392211914,14.886911392211914,14.886911392211914
<urn:uuid:eba3155d-212d-48f1-842e-578b360dee1e>,14.12082290649414,14.12082290649414,14.12082290649414,14.12082290649414
<urn:uuid:7ce825e2-1853-460b-9600-4761e47a64f2>,17.285154342651367,17.285154342651367,17.285154342651367,17.285154342651367
<urn:uuid:26adcc71-f1f1-4475-b6cb-40927fb296c0>,12.12379264831543,12.12379264831543,15.521300315856934,15.521300315856934
<urn:uuid:194ec409-22c3-4df4-8b37-b5c4821777df>,9.503128051757812,9.503128051757812,11.806922912597656,13.640219688415527
<urn:uuid:b9466505-45f4-499d-9ed4-96c11b7015e4>,11.979541778564453,11.979541778564453,13.596880912780762,13.596880912780762
<urn:uuid:c2b9f93c-c9f1-4421-841c-537ead8f6952>,11.168045043945312,13.312798500061035,13.312798500061035,15.092254638671875
<urn:uuid:d5dd8400-f8e1-4438-ae21-c79334774961>,12.687093734741211,12.687093734741211,14.459038734436035,17.774084091186523
<urn:uuid:0b437281-f8cf-408b-b56d-7af0f717e586>,12.096636772155762,12.096636772155762,14.108189582824707,14.108189582824707
<urn:uuid:1f025946-5dc3-4486-ac1d-bf36a156037a>,14.377483367919922,14.377483367919922,14.377483367919922,14.377483367919922
<urn:uuid:1ba56296-7e2a-439f-9241-640d2abfc30f>,11.463701248168945,15.797664642333984,15.797664642333984,15.797664642333984
<urn:uuid:3062a9d0-0eee-4e1e-b86f-31f051585007>,13.966063499450684,13.966063499450684,14.957589149475098,14.957589149475098
<urn:uuid:be4cab84-eaea-4efc-a770-0acdfcdf73a7>,10.517544746398926,12.791144371032715,16.304269790649414,16.304269790649414
<urn:uuid:27a1b6e5-cab2-48d7-be59-3989fad54b20>,15.972845077514648,15.972845077514648,15.972845077514648,15.972845077514648
<urn:uuid:3590543d-cbc4-4dcc-b22e-d1d78ed10633>,13.541561126708984,13.541561126708984,13.541561126708984,13.541561126708984
<urn:uuid:b7a1122d-1a0b-4d8b-8dcd-d8057f58562c>,13.875667572021484,13.875667572021484,14.198078155517578,14.198078155517578
<urn:uuid:feb2c0c2-2591-40d4-a144-eaf8e691e1bf>,12.4765043258667,12.4765043258667,13.09508991241455,13.09508991241455
<urn:uuid:fa603538-0825-454e-95b6-ecf1e7c2275e>,11.071756362915039,11.071756362915039,11.071756362915039,11.071756362915039
<urn:uuid:8d10e78a-ff23-4697-a816-cc4e00aa72bc>,9.153266906738281,10.164315223693848,11.399447441101074,13.332779884338379
<urn:uuid:e8f97099-c4eb-4a23-be35-a030af5ca634>,17.798004150390625,17.798004150390625,17.798004150390625,17.798004150390625
<urn:uuid:d77b4ce3-4294-4ea8-9e0d-8f6971d05884>,10.394315719604492,11.070795059204102,11.070795059204102,13.960037231445312
<urn:uuid:2ed82cec-223f-43bf-aa75-baa329b129ce>,11.61698055267334,11.832603454589844,13.473213195800781,15.86803150177002
<urn:uuid:323cbf0b-69a2-4b54-85cd-371a43feed02>,9.739981651306152,9.739981651306152,11.170278549194336,12.2196044921875
<urn:uuid:9e7d44ba-8cfe-4ba3-870e-051138391fc6>,16.865549087524414,16.865549087524414,16.865549087524414,16.865549087524414
<urn:uuid:0aea0939-7755-4658-b3f3-cf3957a7f425>,12.02098274230957,12.02098274230957,12.774362564086914,12.774362564086914
<urn:uuid:065ed1fa-bb6b-4876-bb6e-b591a825b35f>,13.826685905456543,13.826685905456543,13.826685905456543,13.826685905456543
<urn:uuid:52c80cf7-77c7-49f4-8535-fdd85d449622>,11.921785354614258,12.669145584106445,12.669145584106445,13.366533279418945
<urn:uuid:97d3734b-39c2-42bd-a2e9-2b607e42295f>,11.903918266296387,11.903918266296387,14.26806926727295,14.26806926727295
<urn:uuid:aac40dec-55b0-413d-a507-3a07665c0b70>,10.958704948425293,12.476215362548828,14.116389274597168,15.616357803344727
<urn:uuid:07290ab2-7859-4039-b896-db542ea6e403>,12.49240779876709,12.49240779876709,13.65018081665039,15.688468933105469
<urn:uuid:abf17504-00ee-4e31-88af-eb2d87a2b8ea>,11.850130081176758,11.850130081176758,12.231407165527344,12.795059204101562
<urn:uuid:e1e07327-fab8-454b-b42b-47b583cd9115>,12.453535079956055,12.453535079956055,12.453535079956055,15.64346981048584
<urn:uuid:1316868e-36a9-48c3-83cb-a2507e4f8e1b>,10.879417419433594,10.879417419433594,10.879417419433594,14.699981689453125
<urn:uuid:c781f149-e86f-4652-9d8c-ff0a9900ea65>,13.728824615478516,13.728824615478516,14.43806266784668,14.962236404418945
<urn:uuid:4736cab6-467d-4073-96be-fd7b0a561904>,12.259448051452637,12.259448051452637,12.259448051452637,13.88331413269043
<urn:uuid:ed6263ed-47fd-4022-9348-5bf1845d192b>,10.583124160766602,11.692399024963379,16.129940032958984,16.728857040405273
<urn:uuid:50cbde31-47ae-47de-b014-76dfbae47ec0>,11.74400520324707,11.74400520324707,11.74400520324707,12.501269340515137
<urn:uuid:582ce84b-e121-4d20-98e0-289d43c74764>,12.714559555053711,16.264039993286133,16.264039993286133,16.264039993286133
<urn:uuid:d068b820-2033-4efd-9a77-d94dc568e2c9>,11.250136375427246,11.300801277160645,12.176822662353516,14.635004043579102
<urn:uuid:bd6e2534-59da-4b8d-8f31-beaa26062aa0>,11.398551940917969,12.157151222229004,12.157151222229004,12.157151222229004
<urn:uuid:f8f8875f-fd80-4ce2-9d16-121dee884a51>,12.408760070800781,12.408760070800781,12.408760070800781,13.78438663482666
<urn:uuid:c2a51a18-e2de-4d84-a09d-c6e2a2aed29f>,13.010587692260742,13.872335433959961,14.743547439575195,14.743547439575195
<urn:uuid:7834babc-3df8-4e31-9a26-4ab24af88e27>,12.90002727508545,12.90002727508545,14.398460388183594,16.07330894470215
<urn:uuid:4871482c-8bc0-4819-a2bf-7496d7da478e>,10.631410598754883,12.195189476013184,12.195189476013184,13.491957664489746
<urn:uuid:73698a8d-31da-45dd-a3da-b04f186e7f68>,13.425577163696289,16.40448760986328,16.40448760986328,16.47671127319336
<urn:uuid:19857aa8-6e34-40e9-83d3-fb9c7bea02c8>,9.05104923248291,10.089691162109375,12.065922737121582,14.92919921875
<urn:uuid:02324ebb-30b4-4e92-9412-3c7d621e45af>,12.712471008300781,12.712471008300781,12.989153861999512,13.031232833862305
<urn:uuid:c33aa181-f98e-405e-99d5-1b07e5056e5d>,11.373065948486328,12.946795463562012,12.946795463562012,12.946795463562012
<urn:uuid:2313784c-dce1-418f-89f0-dfd360dd8b82>,9.684525489807129,15.507767677307129,15.507767677307129,15.507767677307129
<urn:uuid:f1b4b5d5-bd18-4a4d-b9f2-db25f186865a>,10.893152236938477,10.980203628540039,12.948659896850586,13.014384269714355
<urn:uuid:a26a561c-2ab1-4c7b-9b67-36e29513409b>,12.02897834777832,12.642433166503906,12.642433166503906,14.380784034729004
<urn:uuid:78812f2e-8e71-4163-9651-f85bc01f9d67>,14.61431884765625,16.261016845703125,16.261016845703125,16.261016845703125
<urn:uuid:4c3d9ed4-6415-434c-98d8-f480e4304cde>,9.835474967956543,12.266107559204102,14.001070022583008,14.001070022583008
<urn:uuid:bfcfed09-9380-4b36-9bed-f6224c688c2b>,14.140325546264648,14.140325546264648,14.140325546264648,14.781349182128906
<urn:uuid:1a439a69-fb1d-4009-9e5d-119e4606f64d>,15.453502655029297,15.453502655029297,15.453502655029297,16.151147842407227
<urn:uuid:919d5b40-94ef-494f-966d-8c7921020be0>,10.538030624389648,12.079240798950195,12.079240798950195,15.71013355255127
<urn:uuid:246cc5ce-55d3-4667-b6f2-291c60c832cd>,10.59605598449707,10.59605598449707,10.59605598449707,12.818655014038086
<urn:uuid:d4d006c7-5d0d-4e52-94d9-771fcd2e9856>,11.191131591796875,11.191131591796875,11.191131591796875,12.724763870239258
<urn:uuid:132b0ef5-e2ab-4e31-a998-7cd081e940a9>,13.22655200958252,15.02298355102539,15.02298355102539,15.02298355102539
<urn:uuid:6580f958-e1ce-4d57-beea-9691775f08e0>,11.803153991699219,11.913742065429688,15.819411277770996,15.819411277770996
<urn:uuid:60dcc94b-ac39-4d36-9b0a-106cf972a20a>,13.945178031921387,15.42335033416748,15.42335033416748,15.42335033416748
<urn:uuid:f9d76182-aa1a-486a-a323-3105b1dcf396>,11.104204177856445,11.104204177856445,17.11541175842285,17.11541175842285
<urn:uuid:b7b5a835-4d2e-41b8-b0b1-a783e8a359ac>,13.622762680053711,13.622762680053711,15.718576431274414,15.718576431274414
<urn:uuid:23f53de9-2dc2-497b-9834-e5960d3248e1>,9.72564697265625,9.77795124053955,15.660975456237793,15.660975456237793
<urn:uuid:0e83445f-a571-4149-99b3-704e4bd7fe34>,13.088194847106934,13.088194847106934,13.088194847106934,13.088194847106934
<urn:uuid:ca8f6182-e4df-436b-8e57-9d744d247292>,8.644638061523438,8.644638061523438,11.476655960083008,16.19676399230957
<urn:uuid:942df843-1fe0-402d-b6bc-185de8d3d1fc>,13.269341468811035,13.269341468811035,13.269341468811035,15.710149765014648
<urn:uuid:635a651d-11eb-4d35-af9b-a9b473f27894>,11.104660034179688,12.509267807006836,12.509267807006836,13.328739166259766
<urn:uuid:38cb6542-dc66-4efd-8fb2-8f6297112b17>,9.133118629455566,9.133118629455566,9.133118629455566,16.54865264892578
<urn:uuid:bf68a3cb-b409-43da-92ff-8cf4a8e0df3c>,14.039478302001953,14.171891212463379,16.938138961791992,16.938138961791992
<urn:uuid:204cf6dc-44cb-446b-83af-9fb2fff39421>,9.435990333557129,9.435990333557129,10.22828197479248,10.545199394226074
<urn:uuid:89a2944b-c08d-4786-ba66-783a55f32fa9>,12.659828186035156,12.659828186035156,12.659828186035156,14.289576530456543
<urn:uuid:ce94473a-12f4-4244-aefa-68f28727e381>,12.842799186706543,13.065949440002441,16.52914047241211,16.52914047241211
<urn:uuid:b1157458-2f01-4861-be86-b2e806ade0b0>,12.012006759643555,12.012006759643555,14.940428733825684,16.525678634643555
<urn:uuid:90899239-686f-4820-9673-89717e1ac351>,11.472994804382324,13.879441261291504,13.879441261291504,13.879441261291504
<urn:uuid:675f80e9-4389-4f89-9421-e5b9324953b6>,9.45306396484375,10.642330169677734,10.642330169677734,13.247274398803711
<urn:uuid:1ea245bd-c552-4c24-bfbe-f1eb87f27306>,12.367059707641602,12.367059707641602,13.645234107971191,13.645234107971191
<urn:uuid:dff7ea0e-856c-480e-a451-760c7d4b351e>,13.218643188476562,17.131855010986328,17.131855010986328,17.131855010986328
<urn:uuid:b0109d32-a27f-41f1-9a1a-d681171ce218>,12.029728889465332,12.029728889465332,12.029728889465332,12.029728889465332
<urn:uuid:83e2f689-1ccd-4ac1-a661-2fbce05b989b>,9.611224174499512,9.611224174499512,10.814401626586914,10.814401626586914
<urn:uuid:0bcaa03d-6185-46bf-a2d3-7a666f22141f>,10.39414119720459,12.446969985961914,12.446969985961914,12.446969985961914
<urn:uuid:e59a7508-c1ea-453b-89ae-f4bbec94b991>,14.341228485107422,14.341228485107422,14.341228485107422,14.341228485107422
<urn:uuid:8830d3dd-a216-49fc-9d0c-45b8387a6a8d>,13.766441345214844,13.766441345214844,16.00593376159668,16.00593376159668
<urn:uuid:dd33f805-1c47-4348-85fb-11dcb8b0dec9>,8.092643737792969,10.858871459960938,11.892378807067871,16.283733367919922
<urn:uuid:95b01a87-a839-4277-b88e-c32a083e628f>,12.806577682495117,14.151119232177734,15.380905151367188,15.380905151367188
<urn:uuid:ac0173bd-3995-4a48-912f-bc1af59cee54>,9.64693546295166,11.406875610351562,13.458464622497559,17.3692626953125
<urn:uuid:a6ae9e76-b6df-46ac-ba94-62b34ce996fa>,12.584928512573242,14.653219223022461,14.653219223022461,14.653219223022461
<urn:uuid:b7f1aab4-edfb-4952-936f-15d648fb9a0a>,11.099706649780273,14.20296859741211,14.603226661682129,14.603226661682129
<urn:uuid:e951735a-9be6-4409-b8be-7a8da9c97851>,14.034547805786133,14.034547805786133,14.034547805786133,14.034547805786133
<urn:uuid:be57cc74-2103-46bb-a9f6-ad581f7c8902>,12.367050170898438,12.629823684692383,18.643613815307617,18.643613815307617
<urn:uuid:d0c6b878-fb39-44d6-a5fb-6f72e8962ab5>,9.27877426147461,10.18114948272705,11.725442886352539,11.725442886352539
<urn:uuid:213312a1-07ff-482e-948d-8dd0320a327d>,9.595088958740234,11.205991744995117,11.205991744995117,11.205991744995117
<urn:uuid:23e6b229-9384-44f9-9f33-95930f96b37b>,14.419855117797852,14.419855117797852,14.696203231811523,14.696203231811523
<urn:uuid:885452e1-d834-4373-8f15-3bb5d68a6de2>,10.400459289550781,12.606425285339355,12.606425285339355,16.56180763244629
<urn:uuid:33c47af6-d544-4a53-9001-d0192244048b>,12.088522911071777,12.088522911071777,14.758278846740723,14.758278846740723
<urn:uuid:9ed65e89-74e6-444e-bb29-0357d536847a>,13.692106246948242,13.692106246948242,13.692106246948242,13.692106246948242
<urn:uuid:9d3aa6b3-57c7-4e06-a6fd-7974f8837372>,10.997285842895508,10.997285842895508,10.997285842895508,13.185513496398926
<urn:uuid:a1f05e3e-67ee-4663-85fd-7ea26e68511b>,11.167546272277832,11.561166763305664,12.306548118591309,13.690200805664062
<urn:uuid:a94b9563-befa-4bfa-9b48-d1edaa0a6c75>,11.502204895019531,12.693089485168457,12.90825366973877,15.792182922363281
<urn:uuid:484d727d-af98-42ef-9c0d-51cf66e8918d>,13.642611503601074,13.642611503601074,14.697135925292969,14.697135925292969
<urn:uuid:d07bc25d-af2d-475f-8771-16f8857d5441>,14.199901580810547,14.199901580810547,15.176546096801758,15.176546096801758
<urn:uuid:83a5185c-f308-40ca-860a-bdc708d1be2b>,12.673452377319336,12.673452377319336,12.673452377319336,12.673452377319336
<urn:uuid:2ab6c438-be84-4424-99b4-4a12e3ea80e5>,14.219319343566895,14.219319343566895,14.219319343566895,14.219319343566895
<urn:uuid:b0993c56-3e6c-4fd3-ab6a-56e36b5fc959>,9.513347625732422,11.450339317321777,12.201425552368164,14.562627792358398
<urn:uuid:5d17de18-d7b4-418b-8ab0-f22f060069f3>,13.318113327026367,14.919801712036133,14.919801712036133,14.919801712036133
<urn:uuid:08ca8c0e-37d0-4cd5-baa9-179f5fd3392c>,22.62958335876465,22.62958335876465,22.62958335876465,22.62958335876465
<urn:uuid:4bbce7fa-2d06-440a-b52a-1580f2ed6289>,11.943981170654297,11.943981170654297,11.943981170654297,11.943981170654297
<urn:uuid:285e3d9f-843b-45c8-afc7-7bd1db901a22>,8.62629508972168,12.081867218017578,14.884634017944336,14.884634017944336
<urn:uuid:8c0da66c-fdf5-4c95-962d-66dddd15a3fc>,12.486242294311523,12.486242294311523,13.836207389831543,13.836207389831543
<urn:uuid:b42a0a64-7363-4b86-bde2-6b77512749cc>,12.095213890075684,12.095213890075684,12.095213890075684,12.095213890075684
<urn:uuid:143bd114-499d-41bb-9c87-d4a36cfa929a>,10.998854637145996,12.039509773254395,15.540470123291016,15.540470123291016
<urn:uuid:b907c398-26d3-4745-a567-24c0525753d3>,9.11149787902832,18.05142593383789,18.05142593383789,18.05142593383789
<urn:uuid:bd599e14-ce96-4122-b2dc-7ca696aaa02d>,13.39750862121582,14.555312156677246,14.555312156677246,14.555312156677246
<urn:uuid:2b5d7315-6434-4542-80e6-b52288345de9>,12.655277252197266,12.818764686584473,13.751728057861328,17.346036911010742
<urn:uuid:0013e36d-d957-40ed-951c-abc842b0f7be>,12.012886047363281,14.860137939453125,14.860137939453125,14.860137939453125
<urn:uuid:8f0a0ad8-9458-4001-9986-c31873f41a48>,12.462987899780273,14.039522171020508,14.039522171020508,15.568300247192383
<urn:uuid:54b5c337-4e64-4093-ad58-c3e2c2ad2c92>,8.928569793701172,8.984628677368164,10.926876068115234,11.852667808532715
<urn:uuid:e62b7b4b-3a1d-45b4-9886-72ff6090604e>,10.942973136901855,10.942973136901855,11.541180610656738,11.95201301574707
<urn:uuid:1341c15f-1c35-4430-9d05-78093b8961f8>,12.886963844299316,12.886963844299316,15.485822677612305,15.485822677612305
<urn:uuid:ab4c52de-b3e0-4516-b97d-369a65748490>,11.530838012695312,14.898150444030762,14.898150444030762,14.898150444030762
<urn:uuid:72e36933-4414-44ae-8293-483ee15fd2de>,11.010100364685059,11.010100364685059,13.520872116088867,13.520872116088867
<urn:uuid:52ddb52e-bc1e-40ec-9be4-aa57ff49c001>,11.560041427612305,12.45665168762207,12.45665168762207,12.45665168762207
<urn:uuid:fd03c3d9-e81e-4342-89af-a3a5acf4bda8>,10.019579887390137,10.929688453674316,12.522439002990723,12.921405792236328
<urn:uuid:1d2f3a2e-1ec0-4ae8-944d-390e91deeca4>,4.4607086181640625,4.4607086181640625,10.854127883911133,15.5941801071167
<urn:uuid:829b96e1-b3f4-4a61-8dcf-5f2432be8666>,11.527085304260254,11.56047248840332,11.56047248840332,14.148807525634766
<urn:uuid:287416e7-c90e-47d3-b352-ebd86fa21089>,11.328192710876465,12.257558822631836,14.529000282287598,17.31563949584961
<urn:uuid:1370d5a7-696f-4853-8bfb-1df1c5680b1f>,13.782510757446289,13.782510757446289,13.782510757446289,16.13068389892578
<urn:uuid:32d4ccea-a513-420c-bf1a-a994a50f8f78>,12.293782234191895,12.400290489196777,14.557111740112305,14.557111740112305
<urn:uuid:a86ae8a4-239d-4da3-af41-8816fc6d3e4f>,13.458724021911621,13.458724021911621,14.374344825744629,14.882284164428711
<urn:uuid:f36131af-3e87-49d7-bd5a-3cf14cfc98f2>,12.000085830688477,12.000085830688477,12.000085830688477,14.398003578186035
<urn:uuid:02d95a62-3bda-4090-a1f1-aee9c4e91d15>,15.189335823059082,15.189335823059082,15.189335823059082,15.189335823059082
<urn:uuid:26b3d839-8986-4060-8089-346016ce07be>,11.63013744354248,11.63013744354248,11.63013744354248,11.63013744354248
<urn:uuid:9d1b9c23-7339-4313-8672-5bbb84d33be0>,14.629244804382324,15.22512149810791,15.22512149810791,16.183561325073242
<urn:uuid:bbdce9fc-1693-410d-b8a3-1e8ac2885fc8>,9.678619384765625,11.953060150146484,12.271573066711426,12.892433166503906
