doc_id,stored,fp32,fp64,ecart
<urn:uuid:e77c56f9-8dbb-4537-92a0-a1c0c9661460>,16.760679244995117,16.760679244995117,16.76059731882985,-8.192616526869756e-05
<urn:uuid:d9683798-5922-4461-b318-ced913e1ed97>,17.926393508911133,17.926393508911133,17.92661935316871,0.00022584425757798954
<urn:uuid:4d543c82-7419-4af2-b54f-a54c29acbc3d>,16.964515686035156,16.964515686035156,16.964517910893747,2.224858590693657e-06
<urn:uuid:7a73daee-e1f2-4591-bfc2-310a2adeb4d1>,17.607900619506836,17.607900619506836,17.607879510260318,-2.110924651788082e-05
<urn:uuid:20d04fd3-b8c0-4864-8476-ba4e98d605d5>,17.086395263671875,17.086395263671875,17.086359969519144,-3.529415273106906e-05
<urn:uuid:e22373b9-e0d1-40c6-8af3-5043c0176813>,17.8000545501709,17.8000545501709,17.800046139319722,-8.410851176421374e-06
<urn:uuid:b61e9858-e847-40c7-9917-c365924b4c29>,24.242950439453125,24.242950439453125,24.243239509401825,0.00028906994869970504
<urn:uuid:4b500524-f6eb-448b-9c65-02df2462628d>,16.505996704101562,16.505996704101562,16.505938239039228,-5.846506233453397e-05
<urn:uuid:e6fa4631-78c5-427d-8541-8609943664aa>,17.727636337280273,17.727636337280273,17.727454944844315,-0.00018139243595882704
<urn:uuid:eddacd6d-f3b8-4104-9670-0249f759a035>,17.96101951599121,17.96101951599121,17.960998979853507,-2.053613770414131e-05
<urn:uuid:58b2eceb-65a2-4ed1-81d8-99c539939631>,17.47282600402832,17.47282600402832,17.472910292661265,8.428863294440703e-05
<urn:uuid:a2881179-0f2f-4098-8070-03524e0be2e1>,19.394920349121094,19.394920349121094,19.39508286387939,0.0001625147582977604
<urn:uuid:c6db02fd-3598-4534-93d3-b2bbd91ae1cc>,18.858728408813477,18.858728408813477,18.858937145976235,0.00020873716275815468
<urn:uuid:756bc7e3-5649-4c0e-9887-3e0a0a84e0f5>,17.781787872314453,17.781787872314453,17.781562694528564,-0.00022517778588948545
<urn:uuid:f4ea3433-bbdc-44fd-9a48-5a4d5162fbc4>,17.569507598876953,17.569507598876953,17.569205025607594,-0.0003025732693586747
<urn:uuid:fa30bd50-71be-4cf0-8da9-9d4ed30bb50e>,17.670942306518555,17.670942306518555,17.670929516463218,-1.279005533660893e-05
<urn:uuid:b560da43-b57e-4733-bfb7-fd791c44d932>,18.79883575439453,18.79883575439453,18.798792949538367,-4.280485616448004e-05
<urn:uuid:3a5b1935-a912-4935-9dc4-3d16817dd5d4>,17.1441593170166,17.1441593170166,17.144101865546897,-5.7451469704261626e-05
<urn:uuid:aa5681bc-813a-4de1-9ffd-e00c81078d92>,17.05841064453125,17.05841064453125,17.058305590848455,-0.00010505368279467575
<urn:uuid:211a5b12-5a1d-44c6-825a-cf8ce5fd2f2a>,17.04348373413086,17.04348373413086,17.0435027683611,1.9034230241743444e-05
<urn:uuid:1d119e06-85a6-40ba-b739-ce48c8d1bdbe>,18.099199295043945,18.099199295043945,18.099187389182124,-1.1905861821759345e-05
<urn:uuid:7221c919-57c4-43e1-9351-decce5add342>,17.299184799194336,17.299184799194336,17.299997042606844,0.0008122434125077405
<urn:uuid:903c40b0-a40f-425e-91e9-29cb344c8d6a>,17.225753784179688,17.225753784179688,17.225559022272975,-0.0001947619067124151
<urn:uuid:b11fe3e9-75fd-46f7-84db-eb4f577b202e>,17.67428207397461,17.67428207397461,17.67398040947007,-0.0003016645045406108
<urn:uuid:9458e603-8064-45f6-ab63-43ba6d07104f>,17.0554256439209,17.0554256439209,17.055344926785796,-8.071713510204859e-05
<urn:uuid:92f19c2b-2285-4282-9d59-e09192d7ee54>,16.942323684692383,16.942323684692383,16.942255442223903,-6.824246847969562e-05
<urn:uuid:2612b981-7f4c-4a3f-bdd5-73b8ca98aac0>,16.602619171142578,16.602619171142578,16.602982422521134,0.0003632513785554181
<urn:uuid:d66ec5da-ab18-4a5a-9a0f-53d569a5eb5e>,16.54632568359375,16.54632568359375,16.54635522561669,2.9542022939921253e-05
<urn:uuid:f29a51a1-26bb-4163-ad01-20d04b18ceef>,18.483823776245117,18.483823776245117,18.483828006391594,4.230146476658092e-06
<urn:uuid:05c2d07d-f9df-46fc-a613-0fee5588f2b5>,18.42645835876465,18.42645835876465,18.42614689863219,-0.0003114601324583077
<urn:uuid:4a58a570-fac2-4b3a-bf8a-4e06a1fa2b5b>,17.458087921142578,17.458087921142578,17.45798531494642,-0.00010260619615820588
<urn:uuid:15689f70-14e3-4493-9d9b-9491e7d83d5a>,21.448829650878906,21.448829650878906,21.44897287785737,0.00014322697846225196
<urn:uuid:06758f83-6f95-43cd-9e75-fc703d62dd85>,16.95260238647461,16.95260238647461,16.95253015128198,-7.223519262922196e-05
<urn:uuid:af6326c5-4a0a-4112-86fb-13f43f156ace>,16.695556640625,16.695556640625,16.695504335176373,-5.230544862655506e-05
<urn:uuid:449c9591-d964-4fd0-8792-9d2bafc14fc3>,17.87296485900879,17.87296485900879,17.873144588118613,0.00017972910982422263
<urn:uuid:1fabc401-39ae-4a29-8231-deb5d593a349>,16.822568893432617,16.822568893432617,16.82247575239379,-9.314103882829272e-05
<urn:uuid:330f915a-a0fb-4324-8cd4-cd7ac81e16e0>,17.347702026367188,17.347702026367188,17.34766358192352,-3.8444443667629e-05
<urn:uuid:84bf9e36-46f9-4870-9fbd-3de86dc37c16>,17.10318374633789,17.10318374633789,17.10346007341773,0.00027632707983826776
<urn:uuid:cf2abb97-07cf-4c89-abc7-1a73f5a77f7c>,16.915584564208984,16.915584564208984,16.915620932410814,3.636820182961742e-05
<urn:uuid:354e40db-ac7e-4af2-8406-f6630f567fa1>,18.088319778442383,18.088319778442383,18.088301778095044,-1.8000347338897882e-05
<urn:uuid:84b847a5-d7cb-4e45-930c-be40b1975ea2>,17.294780731201172,17.294780731201172,17.29492959096581,0.0001488597646392975
<urn:uuid:28636f18-c26e-466e-a1ce-6b76a3f5ff8b>,16.71426010131836,16.71426010131836,16.71420943173628,-5.0669582080331566e-05
<urn:uuid:a94f3a0f-a0c8-4f00-bb0f-e0670d929e8a>,18.177858352661133,18.177858352661133,18.177625082196588,-0.00023327046454468814
<urn:uuid:ac7e7b2c-8f14-4875-b49c-c6226573411b>,18.38910675048828,18.38910675048828,18.38906786283509,-3.888765319004506e-05
<urn:uuid:fba6a6e4-4751-44c4-bcb6-20c0ddaddfaf>,16.555105209350586,16.555105209350586,16.554960954730173,-0.00014425462041245396
<urn:uuid:b1fe0504-c418-4d6e-936f-1b769baba2c0>,17.405170440673828,17.405170440673828,17.405216888023315,4.644734948655582e-05
<urn:uuid:8aa248f1-2b95-4d97-a975-6c5f0d0c6215>,16.831584930419922,16.831584930419922,16.83124744583067,-0.0003374845892523126
<urn:uuid:0dd9f71f-2115-43ab-9f9b-645fccb36116>,16.542491912841797,16.542491912841797,16.54251075102981,1.88381880121824e-05
<urn:uuid:d1da7ca1-f195-4eae-b174-b3993f478a6b>,17.854249954223633,17.854249954223633,17.854344990451008,9.503622737483397e-05
<urn:uuid:d71412f2-40a7-435f-8d83-c6473b404a79>,18.286577224731445,18.286577224731445,18.28656850055296,-8.724178485408629e-06
<urn:uuid:4589581c-ca99-4ea2-802b-b6ab64c5df3f>,16.603290557861328,16.603290557861328,16.603230918737925,-5.963912340334332e-05
<urn:uuid:f1b10c03-63c1-4ce5-89e8-2d240fffd66b>,19.938568115234375,19.938568115234375,19.938531003167764,-3.7112066610944794e-05
<urn:uuid:a75af7fe-1494-4a80-a2b1-4d13d56a16ed>,20.110605239868164,20.110605239868164,20.11046267491963,-0.0001425649485327085
<urn:uuid:d7087404-5697-4893-b2d7-ff6cdbe44db8>,17.661115646362305,17.661115646362305,17.661167844882325,5.219852002014136e-05
<urn:uuid:8f5a250f-f803-4bd2-8ec8-a176fb0f7cbf>,16.93735122680664,16.93735122680664,16.93732861378592,-2.261302072170679e-05
<urn:uuid:ead276c4-7dfb-494b-a93e-5c8a24c0fcbd>,17.933996200561523,17.933996200561523,17.93395511574203,-4.108481949316456e-05
<urn:uuid:ebc7770b-4d8b-460b-9e47-30492dc4baf1>,17.433568954467773,17.433568954467773,17.433436342088,-0.00013261237977246765
<urn:uuid:cbb4808e-0414-4e7d-ad22-aa89dac6aab7>,18.27852439880371,18.27852439880371,18.278264103583766,-0.0002602952199453057
<urn:uuid:d72d5b17-0ea5-4438-9100-2009292c688b>,20.397911071777344,20.397911071777344,20.39775565843823,-0.00015541333911528454
<urn:uuid:2099b2e2-b825-467c-b1b5-0c53da5e5f6a>,16.533611297607422,16.533611297607422,16.53339694962742,-0.00021434798000186106
<urn:uuid:e77832b3-84bd-46ff-abc1-b499c013e06f>,16.568517684936523,16.568517684936523,16.56784305207912,-0.0006746328574038785
<urn:uuid:f51944e1-6360-4e84-8eba-573275d28c0f>,16.932355880737305,16.932355880737305,16.932308360120025,-4.7520617279417365e-05
